Regiones,Fecha,Year,Num_mes,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,Cat_Variedad
MASAYA,7/23/2019,2019,7,11.89236355,-86.12637329,584,MEZCLA,Hojas Nuevas Mayor al 30%,748,0,0,Susceptibles
MASAYA,6/13/2019,2019,6,11.89236355,-86.12637329,584,MEZCLA,Hojas Nuevas Mayor al 30%,644,4,0.62,Susceptibles
MASAYA,4/26/2019,2019,4,11.89236355,-86.12637329,584,MEZCLA,Floracion Loca,523,58,11.09,Susceptibles
RACN,2/14/2019,2019,2,13.28820038,-85.3993988,542,MEZCLA,Hojas Nuevas Mayor al 30%,793,17,2.14,Susceptibles
RACN,12/05/2019,2019,12,13.28820038,-85.3993988,542,MEZCLA,Madurez Fisiol¢gica,628,11,1.75,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.32410717,-85.9437561,538,MEZCLA,Madurez Fisiol¢gica,1695,44,2.6,Susceptibles
RACN,04/04/2019,2019,4,13.28820038,-85.3993988,542,MEZCLA,Hojas Nuevas Mayor al 30%,638,9,1.41,Susceptibles
JINOTEGA,12/10/2019,2019,12,13.56571749,-85.54631082,599,MEZCLA,Madurez Fisiol¢gica,1081,108,9.99,Susceptibles
RACN,09/06/2019,2019,9,13.28820038,-85.3993988,542,MEZCLA,Madurez Fisiol¢gica,771,0,0,Susceptibles
RACN,1/15/2019,2019,1,13.28820038,-85.3993988,542,MEZCLA,Hojas Nuevas Mayor al 30%,795,29,3.65,Susceptibles
BOACO,06/11/2019,2019,6,12.54419994,-85.646698,551,MEZCLA,Hojas Nuevas Mayor al 30%,649,0,0,Susceptibles
BOACO,12/10/2019,2019,12,12.54419994,-85.646698,551,MEZCLA,Madurez Fisiol¢gica,769,75,9.75,Susceptibles
BOACO,11/13/2019,2019,11,12.40250015,-85.49060059,577,MEZCLA,Madurez Fisiol¢gica,813,0,0,Susceptibles
MASAYA,5/24/2019,2019,5,11.89236355,-86.12637329,584,MEZCLA,Floraci¢n Principal,439,38,8.66,Susceptibles
MASAYA,02/07/2019,2019,2,11.89236355,-86.12637329,584,MEZCLA,Hojas Nuevas Mayor al 30%,426,221,51.88,Susceptibles
BOACO,08/06/2019,2019,8,12.54419994,-85.646698,551,MEZCLA,Fruto Consistente,764,0,0,Susceptibles
JINOTEGA,8/19/2019,2019,8,13.59231377,-85.74948883,884,MEZCLA,Fruto Consistente,825,70,8.48,Susceptibles
JINOTEGA,3/18/2019,2019,3,13.59231377,-85.74948883,884,MEZCLA,Floraci¢n,1023,33,3.23,Susceptibles
JINOTEGA,4/17/2019,2019,4,13.59231377,-85.74948883,884,MEZCLA,Floraci¢n,1221,28,2.29,Susceptibles
JINOTEGA,02/07/2019,2019,2,13.59231377,-85.74948883,884,MEZCLA,Hojas Nuevas Mayor al 30%,916,51,5.57,Susceptibles
BOACO,09/12/2019,2019,9,12.54419994,-85.646698,551,MEZCLA,Fruto Consistente,1058,75,7.09,Susceptibles
BOACO,04/09/2019,2019,4,12.54419994,-85.646698,551,MEZCLA,Hojas Nuevas Mayor al 30%,561,6,1.07,Susceptibles
MATAGALPA,6/25/2019,2019,6,13.170477,-85.72478,905,MEZCLA,Fruto Consistente,646,0,0,Susceptibles
JINOTEGA,07/10/2019,2019,7,13.59231377,-85.74948883,884,MEZCLA,Fruto Consistente,1075,14,1.3,Susceptibles
JINOTEGA,9/16/2019,2019,9,13.59231377,-85.74948883,884,MEZCLA,Fruto Consistente,1082,26,2.4,Susceptibles
JINOTEGA,5/19/2019,2019,5,13.59231377,-85.74948883,884,MEZCLA,Hojas Nuevas Mayor al 30%,940,16,1.7,Susceptibles
MANAGUA,07/08/2019,2019,7,12.00879955,-86.28150177,914,MEZCLA,Fruto Consistente,1261,42,3.33,Susceptibles
BOACO,10/02/2019,2019,10,12.54419994,-85.646698,551,MEZCLA,Fruto Consistente,848,27,3.18,Susceptibles
JINOTEGA,03/11/2019,2019,3,13.32410717,-85.9437561,538,MEZCLA,Floraci¢n,1314,2,0.15,Susceptibles
MANAGUA,6/13/2019,2019,6,12.00879955,-86.28150177,914,MEZCLA,Fruto Consistente,1242,19,1.53,Susceptibles
MANAGUA,09/09/2019,2019,9,12.00879955,-86.28150177,914,MEZCLA,Fruto Consistente,1331,14,1.05,Susceptibles
MANAGUA,03/08/2019,2019,3,12.00879955,-86.28150177,914,MEZCLA,Hojas Nuevas Mayor al 30%,789,271,34.35,Susceptibles
JINOTEGA,6/19/2019,2019,6,13.59231377,-85.74948883,884,MEZCLA,Fruto Consistente,1054,18,1.71,Susceptibles
ESTELI,3/28/2019,2019,3,13.24909973,-86.47000122,1228,MEZCLA,Hojas Nuevas Mayor al 30%,420,46,10.95,Susceptibles
ESTELI,1/28/2019,2019,1,13.24909973,-86.47000122,1228,MEZCLA,Madurez Fisiol¢gica,521,61,11.71,Susceptibles
ESTELI,06/07/2019,2019,6,13.24909973,-86.47000122,1228,MEZCLA,Hojas Nuevas Mayor al 30%,703,3,0.43,Susceptibles
ESTELI,10/26/2019,2019,10,13.24909973,-86.47000122,1228,MEZCLA,Fruto Consistente,972,86,8.85,Susceptibles
ESTELI,12/16/2019,2019,12,13.24909973,-86.47000122,1228,MEZCLA,Madurez Fisiol¢gica,685,81,11.82,Susceptibles
ESTELI,04/04/2019,2019,4,13.24909973,-86.47000122,1228,MEZCLA,Hojas Nuevas Mayor al 30%,388,30,7.73,Susceptibles
ESTELI,2/20/2019,2019,2,13.24909973,-86.47000122,1228,MEZCLA,Hojas Nuevas Mayor al 30%,450,61,13.56,Susceptibles
ESTELI,8/30/2019,2019,8,13.24909973,-86.47000122,1228,MEZCLA,Fruto Consistente,900,61,6.78,Susceptibles
JINOTEGA,05/09/2019,2019,5,13.2322998,-86.11940002,1220,MEZCLA,Floracion Loca,615,12,1.95,Susceptibles
JINOTEGA,05/07/2019,2019,5,13.2322998,-86.11940002,1220,MEZCLA,Floracion Loca,1400,108,7.71,Susceptibles
JINOTEGA,2/13/2019,2019,2,13.2322998,-86.11940002,1220,MEZCLA,Madurez Fisiol¢gica,1192,215,18.04,Susceptibles
JINOTEGA,3/18/2019,2019,3,13.2322998,-86.11940002,1220,MEZCLA,Floracion Loca,1674,196,11.71,Susceptibles
JINOTEGA,07/10/2019,2019,7,13.2322998,-86.11940002,1220,MEZCLA,Fruto Consistente,1388,101,7.28,Susceptibles
JINOTEGA,10/18/2019,2019,10,13.2322998,-86.11940002,1220,MEZCLA,Fruto Consistente,1056,154,14.58,Susceptibles
JINOTEGA,08/12/2019,2019,8,13.2322998,-86.11940002,1220,MEZCLA,Floracion Loca,1715,245,14.29,Susceptibles
JINOTEGA,9/17/2019,2019,9,13.2322998,-86.11940002,1220,MEZCLA,Fruto Consistente,1296,203,15.66,Susceptibles
ESTELI,05/08/2019,2019,5,13.28468132,-86.24263763,1324,MEZCLA,Hojas Nuevas Mayor al 30%,729,15,2.06,Susceptibles
JINOTEGA,02/11/2019,2019,2,13.26519966,-86.16269684,1174,MEZCLA,Hojas Nuevas Mayor al 30%,811,143,17.63,Susceptibles
NUEVA SEGOVIA,05/07/2019,2019,5,13.77530003,-86.62670135,1190,MEZCLA,Floracion Loca,785,27,3.44,Susceptibles
NUEVA SEGOVIA,1/20/2019,2019,1,13.78542423,-86.56028748,1176,MEZCLA,Madurez Fisiol¢gica,897,60,6.69,Susceptibles
NUEVA SEGOVIA,1/29/2019,2019,1,13.77530003,-86.62670135,1190,MEZCLA,Madurez Fisiol¢gica,823,135,16.4,Susceptibles
JINOTEGA,12/09/2019,2019,12,13.26519966,-86.16269684,1174,MEZCLA,Madurez Fisiol¢gica,867,48,5.54,Susceptibles
NUEVA SEGOVIA,4/26/2019,2019,4,13.77530003,-86.62670135,1190,MEZCLA,Hojas Nuevas Mayor al 30%,744,53,7.12,Susceptibles
NUEVA SEGOVIA,5/26/2019,2019,5,13.78542423,-86.56028748,1176,MEZCLA,Floraci¢n,1031,2,0.19,Susceptibles
NUEVA SEGOVIA,2/28/2019,2019,2,13.78542423,-86.56028748,1176,MEZCLA,Hojas Nuevas Mayor al 30%,1051,47,4.47,Susceptibles
NUEVA SEGOVIA,5/29/2019,2019,5,13.76535702,-86.55192566,1307,MEZCLA,Floraci¢n Principal,1017,0,0,Susceptibles
ESTELI,9/26/2019,2019,9,13.24909973,-86.47000122,1228,MEZCLA,Fruto Consistente,922,99,10.74,Susceptibles
ESTELI,07/10/2019,2019,7,13.24909973,-86.47000122,1228,MEZCLA,Fruto Consistente,842,13,1.54,Susceptibles
JINOTEGA,04/10/2019,2019,4,13.2322998,-86.11940002,1220,MEZCLA,Floracion Loca,1752,251,14.33,Susceptibles
ESTELI,11/18/2019,2019,11,13.24909973,-86.47000122,1228,MEZCLA,Fruto Consistente,833,106,12.73,Susceptibles
NUEVA SEGOVIA,10/29/2019,2019,10,13.77530003,-86.62670135,1190,MEZCLA,Fruto Consistente,838,49,5.85,Susceptibles
NUEVA SEGOVIA,3/28/2019,2019,3,13.77530003,-86.62670135,1190,MEZCLA,Hojas Nuevas Mayor al 30%,662,53,8.01,Susceptibles
NUEVA SEGOVIA,3/28/2019,2019,3,13.78542423,-86.56028748,1176,MEZCLA,Floraci¢n Principal,976,3,0.31,Susceptibles
ESTELI,05/07/2019,2019,5,13.24909973,-86.47000122,1228,MEZCLA,Hojas Nuevas Mayor al 30%,549,4,0.73,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.2322998,-86.11940002,1220,MEZCLA,Madurez Fisiol¢gica,1185,301,25.4,Susceptibles
JINOTEGA,5/15/2019,2019,5,13.56571749,-85.54631082,599,MEZCLA,Fruto Consistente,1166,55,4.72,Susceptibles
JINOTEGA,4/16/2019,2019,4,13.56571749,-85.54631082,599,MEZCLA,Floraci¢n,931,49,5.26,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.56571749,-85.54631082,599,MEZCLA,Madurez Fisiol¢gica,990,57,5.76,Susceptibles
MATAGALPA,3/13/2019,2019,3,12.9508419,-85.59286499,601,MEZCLA,Floracion Loca,640,54,8.44,Susceptibles
JINOTEGA,4/16/2019,2019,4,13.49770737,-85.58480835,631,MEZCLA,Floraci¢n,705,8,1.13,Susceptibles
JINOTEGA,7/17/2019,2019,7,13.56571749,-85.54631082,599,MEZCLA,Fruto Consistente,927,57,6.15,Susceptibles
MATAGALPA,05/10/2019,2019,5,12.9508419,-85.59286499,601,MEZCLA,Floraci¢n,542,15,2.77,Susceptibles
MATAGALPA,12/10/2019,2019,12,12.9508419,-85.59286499,601,MEZCLA,Madurez Fisiol¢gica,750,20,2.67,Susceptibles
JINOTEGA,2/13/2019,2019,2,13.49770737,-85.58480835,631,MEZCLA,Hojas Nuevas Mayor al 30%,784,10,1.28,Susceptibles
JINOTEGA,3/16/2019,2019,3,13.49770737,-85.58480835,631,MEZCLA,Floraci¢n,817,27,3.3,Susceptibles
JINOTEGA,07/04/2019,2019,7,13.26519966,-86.16269684,1174,MEZCLA,Fruto Consistente,1104,36,3.26,Susceptibles
JINOTEGA,06/07/2019,2019,6,13.26519966,-86.16269684,1174,MEZCLA,Fruto Consistente,1031,15,1.45,Susceptibles
JINOTEGA,08/05/2019,2019,8,13.26519966,-86.16269684,1174,MEZCLA,Fruto Consistente,848,70,8.25,Susceptibles
JINOTEGA,6/19/2019,2019,6,13.49770737,-85.58480835,631,MEZCLA,Fruto Consistente,1228,5,0.41,Susceptibles
JINOTEGA,01/11/2019,2019,1,13.49770737,-85.58480835,631,MEZCLA,Hojas Nuevas Mayor al 30%,786,0,0,Susceptibles
MATAGALPA,10/04/2019,2019,10,12.9508419,-85.59286499,601,MEZCLA,Madurez Fisiol¢gica,1338,16,1.2,Susceptibles
JINOTEGA,10/16/2019,2019,10,13.49770737,-85.58480835,631,MEZCLA,Madurez Fisiol¢gica,843,29,3.44,Susceptibles
JINOTEGA,5/15/2019,2019,5,13.34143639,-86.00563049,629,MEZCLA,Fruto Consistente,1034,13,1.26,Susceptibles
JINOTEGA,07/04/2019,2019,7,13.34143639,-86.00563049,629,MEZCLA,Fruto Consistente,982,3,0.31,Susceptibles
JINOTEGA,06/10/2019,2019,6,13.34143639,-86.00563049,629,MEZCLA,Fruto Consistente,1067,0,0,Susceptibles
JINOTEGA,12/16/2019,2019,12,13.49770737,-85.58480835,631,MEZCLA,Madurez Fisiol¢gica,715,22,3.08,Susceptibles
JINOTEGA,12/10/2019,2019,12,13.2322998,-86.11940002,1220,MEZCLA,Madurez Fisiol¢gica,1172,303,25.85,Susceptibles
JINOTEGA,05/09/2019,2019,5,13.2322998,-86.11940002,1220,MEZCLA,Hojas Nuevas Mayor al 30%,439,34,7.74,Susceptibles
JINOTEGA,1/15/2019,2019,1,13.2322998,-86.11940002,1220,MEZCLA,Madurez Fisiol¢gica,1406,304,21.62,Susceptibles
JINOTEGA,6/18/2019,2019,6,13.2322998,-86.11940002,1220,MEZCLA,Fruto Consistente,1573,64,4.07,Susceptibles
JINOTEGA,5/16/2019,2019,5,13.49770737,-85.58480835,631,MEZCLA,Hojas Nuevas Mayor al 30%,820,10,1.22,Susceptibles
MATAGALPA,10/02/2019,2019,10,13.22855473,-85.54843903,641,MEZCLA,Fruto Consistente,634,0,0,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.34143639,-86.00563049,629,MEZCLA,Madurez Fisiol¢gica,927,0,0,Susceptibles
JINOTEGA,08/06/2019,2019,8,13.34143639,-86.00563049,629,MEZCLA,Fruto Consistente,948,6,0.63,Susceptibles
JINOTEGA,03/11/2019,2019,3,13.34143639,-86.00563049,629,MEZCLA,Floraci¢n,816,35,4.29,Susceptibles
JINOTEGA,1/18/2019,2019,1,13.34143639,-86.00563049,629,MEZCLA,Madurez Fisiol¢gica,1012,1,0.1,Susceptibles
JINOTEGA,11/12/2019,2019,11,13.49770737,-85.58480835,631,MEZCLA,Madurez Fisiol¢gica,743,14,1.88,Susceptibles
MATAGALPA,04/08/2019,2019,4,13.22855473,-85.54843903,641,MEZCLA,Hojas Nuevas Mayor al 30%,916,0,0,Susceptibles
MATAGALPA,12/05/2019,2019,12,13.22855473,-85.54843903,641,MEZCLA,Madurez Fisiol¢gica,631,0,0,Susceptibles
BOACO,2/20/2019,2019,2,12.54419994,-85.646698,551,MEZCLA,Hojas Nuevas Mayor al 30%,518,9,1.74,Susceptibles
BOACO,11/13/2019,2019,11,12.54030037,-85.64230347,654,MEZCLA,Madurez Fisiol¢gica,745,20,2.68,Susceptibles
BOACO,10/02/2019,2019,10,12.54030037,-85.64230347,654,MEZCLA,Fruto Consistente,733,0,0,Susceptibles
BOACO,12/10/2019,2019,12,12.54030037,-85.64230347,654,MEZCLA,Madurez Fisiol¢gica,656,34,5.18,Susceptibles
BOACO,08/06/2019,2019,8,12.54030037,-85.64230347,654,MEZCLA,Fruto Consistente,752,0,0,Susceptibles
BOACO,06/11/2019,2019,6,12.54030037,-85.64230347,654,MEZCLA,Hojas Nuevas Mayor al 30%,607,0,0,Susceptibles
BOACO,04/09/2019,2019,4,12.54030037,-85.64230347,654,MEZCLA,Hojas Nuevas Mayor al 30%,633,0,0,Susceptibles
BOACO,09/12/2019,2019,9,12.54030037,-85.64230347,654,MEZCLA,Fruto Consistente,746,0,0,Susceptibles
BOACO,05/06/2019,2019,5,12.54030037,-85.64230347,654,MEZCLA,Hojas Nuevas Mayor al 30%,589,0,0,Susceptibles
BOACO,2/20/2019,2019,2,12.54030037,-85.64230347,654,MEZCLA,Hojas Nuevas Mayor al 30%,619,10,1.62,Susceptibles
BOACO,6/21/2019,2019,6,12.6576004,-85.6996994,644,MEZCLA,Hojas Nuevas Mayor al 30%,650,0,0,Susceptibles
MATAGALPA,10/03/2019,2019,10,13.25387764,-85.56961823,650,MEZCLA,Fruto Consistente,668,13,1.95,Susceptibles
MATAGALPA,07/04/2019,2019,7,13.25387764,-85.56961823,650,MEZCLA,Fruto Consistente,731,0,0,Susceptibles
MATAGALPA,02/08/2019,2019,2,13.25387764,-85.56961823,650,MEZCLA,Floraci¢n,791,24,3.03,Susceptibles
BOACO,07/05/2019,2019,7,12.54030037,-85.64230347,654,MEZCLA,Hojas Nuevas Mayor al 30%,727,0,0,Susceptibles
BOACO,3/25/2019,2019,3,12.54030037,-85.64230347,654,MEZCLA,Hojas Nuevas Mayor al 30%,685,68,9.93,Susceptibles
MATAGALPA,04/04/2019,2019,4,13.25387764,-85.56961823,650,MEZCLA,Floraci¢n Principal,815,5,0.61,Susceptibles
BOACO,7/24/2019,2019,7,12.6576004,-85.6996994,644,MEZCLA,Hojas Nuevas Mayor al 30%,1005,0,0,Susceptibles
JINOTEGA,12/13/2019,2019,12,13.4388876,-85.64055634,517,MEZCLA,Madurez Fisiol¢gica,856,62,7.24,Susceptibles
JINOTEGA,12/13/2019,2019,12,13.4388876,-85.64055634,517,MEZCLA,Madurez Fisiol¢gica,856,62,7.24,Susceptibles
JINOTEGA,8/14/2019,2019,8,13.4388876,-85.64055634,517,MEZCLA,Fruto Consistente,1043,8,0.77,Susceptibles
JINOTEGA,1/18/2019,2019,1,13.4388876,-85.64055634,517,MEZCLA,Madurez Fisiol¢gica,893,2,0.22,Susceptibles
JINOTEGA,08/06/2019,2019,8,13.32410717,-85.9437561,538,MEZCLA,Fruto Consistente,1499,3,0.2,Susceptibles
JINOTEGA,02/08/2019,2019,2,13.4388876,-85.64055634,517,MEZCLA,Hojas Nuevas Mayor al 30%,900,15,1.67,Susceptibles
JINOTEGA,9/17/2019,2019,9,13.56571749,-85.54631082,599,MEZCLA,Fruto Consistente,1029,22,2.14,Susceptibles
JINOTEGA,9/21/2019,2019,9,13.4388876,-85.64055634,517,MEZCLA,Madurez Fisiol¢gica,1166,11,0.94,Susceptibles
JINOTEGA,05/10/2019,2019,5,13.4388876,-85.64055634,517,MEZCLA,Hojas Nuevas Mayor al 30%,1118,0,0,Susceptibles
JINOTEGA,10/17/2019,2019,10,13.4388876,-85.64055634,517,MEZCLA,Madurez Fisiol¢gica,830,21,2.53,Susceptibles
JINOTEGA,3/18/2019,2019,3,13.4388876,-85.64055634,517,MEZCLA,Hojas Nuevas Mayor al 30%,893,11,1.23,Susceptibles
MATAGALPA,01/08/2019,2019,1,13.25387764,-85.56961823,650,MEZCLA,Madurez Fisiol¢gica,857,22,2.57,Susceptibles
BOACO,01/11/2019,2019,1,12.54030037,-85.64230347,654,MEZCLA,Madurez Fisiol¢gica,746,15,2.01,Susceptibles
JINOTEGA,4/16/2019,2019,4,13.4388876,-85.64055634,517,MEZCLA,Floraci¢n,792,0,0,Susceptibles
JINOTEGA,6/14/2019,2019,6,13.4388876,-85.64055634,517,MEZCLA,Fruto Consistente,1210,0,0,Susceptibles
JINOTEGA,11/06/2019,2019,11,13.4388876,-85.64055634,517,MEZCLA,Madurez Fisiol¢gica,845,35,4.14,Susceptibles
JINOTEGA,07/04/2019,2019,7,13.4388876,-85.64055634,517,MEZCLA,Fruto Consistente,943,3,0.32,Susceptibles
MATAGALPA,12/11/2019,2019,12,13.25387764,-85.56961823,650,MEZCLA,Madurez Fisiol¢gica,645,20,3.1,Susceptibles
MASAYA,12/06/2019,2019,12,11.89236355,-86.12637329,584,MEZCLA,Madurez Fisiol¢gica,664,79,11.9,Susceptibles
MASAYA,11/09/2019,2019,11,11.898008,-86.118977,471,MEZCLA,Madurez Fisiol¢gica,830,9,1.08,Susceptibles
MASAYA,11/08/2019,2019,11,11.89236355,-86.12637329,584,MEZCLA,Madurez Fisiol¢gica,708,55,7.77,Susceptibles
JINOTEGA,3/16/2019,2019,3,13.56571749,-85.54631082,599,MEZCLA,Floraci¢n,1096,69,6.3,Susceptibles
MATAGALPA,11/20/2019,2019,11,13.2297039,-85.55506897,567,MEZCLA,Madurez Fisiol¢gica,606,0,0,Susceptibles
MATAGALPA,09/09/2019,2019,9,13.2297039,-85.55506897,567,MEZCLA,Fruto Consistente,590,0,0,Susceptibles
MATAGALPA,05/06/2019,2019,5,13.2297039,-85.55506897,567,MEZCLA,Fruto Consistente,725,0,0,Susceptibles
MASAYA,9/30/2019,2019,9,11.89236355,-86.12637329,584,MEZCLA,Fruto Consistente,761,22,2.89,Susceptibles
JINOTEGA,1/16/2019,2019,1,13.56571749,-85.54631082,599,MEZCLA,Madurez Fisiol¢gica,927,86,9.28,Susceptibles
MASAYA,10/09/2019,2019,10,11.898008,-86.118977,471,MEZCLA,Madurez Fisiol¢gica,736,0,0,Susceptibles
MASAYA,09/10/2019,2019,9,11.898008,-86.118977,471,MEZCLA,Fruto Consistente,670,0,0,Susceptibles
MASAYA,10/31/2019,2019,10,11.89236355,-86.12637329,584,MEZCLA,Madurez Fisiol¢gica,717,89,12.41,Susceptibles
MASAYA,12/16/2019,2019,12,11.898008,-86.118977,471,MEZCLA,Madurez Fisiol¢gica,838,3,0.36,Susceptibles
MASAYA,3/13/2019,2019,3,11.89236355,-86.12637329,584,MEZCLA,Floracion Loca,410,37,9.02,Susceptibles
MASAYA,1/14/2019,2019,1,11.89236355,-86.12637329,584,MEZCLA,Hojas Nuevas Mayor al 30%,351,228,64.96,Susceptibles
MASAYA,8/31/2019,2019,8,11.89236355,-86.12637329,584,MEZCLA,Fruto Consistente,817,10,1.22,Susceptibles
MATAGALPA,03/07/2019,2019,3,13.2297039,-85.55506897,567,MEZCLA,Floraci¢n,858,6,0.7,Susceptibles
MATAGALPA,08/06/2019,2019,8,13.25387764,-85.56961823,650,MEZCLA,Fruto Consistente,802,18,2.24,Susceptibles
BOACO,09/12/2019,2019,9,12.40250015,-85.49060059,577,MEZCLA,Fruto Consistente,683,0,0,Susceptibles
BOACO,06/11/2019,2019,6,12.40250015,-85.49060059,577,MEZCLA,Hojas Nuevas Mayor al 30%,438,0,0,Susceptibles
BOACO,07/05/2019,2019,7,12.40250015,-85.49060059,577,MEZCLA,Hojas Nuevas Mayor al 30%,564,0,0,Susceptibles
MATAGALPA,09/11/2019,2019,9,13.25387764,-85.56961823,650,MEZCLA,Fruto Consistente,786,0,0,Susceptibles
MATAGALPA,11/20/2019,2019,11,13.25387764,-85.56961823,650,MEZCLA,Madurez Fisiol¢gica,685,0,0,Susceptibles
BOACO,11/20/2019,2019,11,12.6576004,-85.6996994,644,MEZCLA,Madurez Fisiol¢gica,797,0,0,Susceptibles
MATAGALPA,05/09/2019,2019,5,13.24129105,-85.53408051,644,MEZCLA,Fruto Consistente,856,0,0,Susceptibles
BOACO,01/11/2019,2019,1,12.40250015,-85.49060059,577,MEZCLA,Madurez Fisiol¢gica,1037,1,0.1,Susceptibles
BOACO,3/26/2019,2019,3,12.40250015,-85.49060059,577,MEZCLA,Hojas Nuevas Mayor al 30%,718,0,0,Susceptibles
JINOTEGA,10/17/2019,2019,10,13.32410717,-85.9437561,538,MEZCLA,Fruto Consistente,1093,20,1.83,Susceptibles
BOACO,04/09/2019,2019,4,12.40250015,-85.49060059,577,MEZCLA,Hojas Nuevas Mayor al 30%,716,0,0,Susceptibles
BOACO,5/14/2019,2019,5,12.40250015,-85.49060059,577,MEZCLA,Hojas Nuevas Mayor al 30%,688,0,0,Susceptibles
BOACO,2/13/2019,2019,2,12.40250015,-85.49060059,577,MEZCLA,Hojas Nuevas Mayor al 30%,761,13,1.71,Susceptibles
BOACO,10/02/2019,2019,10,12.40250015,-85.49060059,577,MEZCLA,Fruto Consistente,729,0,0,Susceptibles
BOACO,12/10/2019,2019,12,12.40250015,-85.49060059,577,MEZCLA,Madurez Fisiol¢gica,765,0,0,Susceptibles
BOACO,08/06/2019,2019,8,12.40250015,-85.49060059,577,MEZCLA,Fruto Consistente,678,0,0,Susceptibles
MADRIZ,5/29/2019,2019,5,13.5607996,-86.22299957,949,MEZCLA,Fruto Consistente,633,7,1.11,Susceptibles
RACN,09/05/2019,2019,9,13.32407761,-85.3443985,705,MEZCLA,Madurez Fisiol¢gica,665,0,0,Susceptibles
ESTELI,05/07/2019,2019,5,13.3210001,-86.48539734,958,MEZCLA,Hojas Nuevas Mayor al 30%,452,0,0,Susceptibles
RACN,04/04/2019,2019,4,13.32407761,-85.3443985,705,MEZCLA,Hojas Nuevas Mayor al 30%,807,1,0.12,Susceptibles
JINOTEGA,1/18/2019,2019,1,13.38255692,-86.01522827,723,MEZCLA,Madurez Fisiol¢gica,865,53,6.13,Susceptibles
MATAGALPA,4/24/2019,2019,4,13.204962,-85.654023,846,MEZCLA,Hojas Nuevas Mayor al 30%,553,8,1.45,Susceptibles
MATAGALPA,6/18/2019,2019,6,13.204962,-85.654023,846,MEZCLA,Fruto Consistente,610,0,0,Susceptibles
MATAGALPA,03/07/2019,2019,3,13.22225189,-85.57208252,705,MEZCLA,Floraci¢n,787,9,1.14,Susceptibles
RACN,10/03/2019,2019,10,13.32407761,-85.3443985,705,MEZCLA,Madurez Fisiol¢gica,570,3,0.53,Susceptibles
ESTELI,06/07/2019,2019,6,13.3210001,-86.48539734,958,MEZCLA,Hojas Nuevas Mayor al 30%,504,1,0.2,Susceptibles
ESTELI,07/10/2019,2019,7,13.3210001,-86.48539734,958,MEZCLA,Fruto Consistente,602,5,0.83,Susceptibles
ESTELI,9/26/2019,2019,9,13.3210001,-86.48539734,958,MEZCLA,Fruto Consistente,514,1,0.19,Susceptibles
JINOTEGA,12/18/2019,2019,12,13.59231377,-85.74948883,884,MEZCLA,Madurez Fisiol¢gica,975,34,3.49,Susceptibles
RACN,1/17/2019,2019,1,13.32407761,-85.3443985,705,MEZCLA,Hojas Nuevas Mayor al 30%,690,12,1.74,Susceptibles
ESTELI,11/18/2019,2019,11,13.3210001,-86.48539734,958,MEZCLA,Fruto Consistente,554,9,1.62,Susceptibles
ESTELI,1/28/2019,2019,1,13.3210001,-86.48539734,958,MEZCLA,Hojas Nuevas Mayor al 30%,533,60,11.26,Susceptibles
ESTELI,04/04/2019,2019,4,13.3210001,-86.48539734,958,MEZCLA,Hojas Nuevas Mayor al 30%,286,16,5.59,Susceptibles
RACN,6/13/2019,2019,6,13.28820038,-85.3993988,542,MEZCLA,Fruto Consistente,675,2,0.3,Susceptibles
RACN,10/08/2019,2019,10,13.28820038,-85.3993988,542,MEZCLA,Madurez Fisiol¢gica,681,2,0.29,Susceptibles
RACN,07/10/2019,2019,7,13.28820038,-85.3993988,542,MEZCLA,Fruto Consistente,1126,0,0,Susceptibles
ESTELI,8/30/2019,2019,8,13.3210001,-86.48539734,958,MEZCLA,Fruto Consistente,592,0,0,Susceptibles
RACN,08/06/2019,2019,8,13.28820038,-85.3993988,542,MEZCLA,Fruto Consistente,819,0,0,Susceptibles
RACN,5/14/2019,2019,5,13.28820038,-85.3993988,542,MEZCLA,Hojas Nuevas Mayor al 30%,647,6,0.93,Susceptibles
JINOTEGA,09/06/2019,2019,9,13.32410717,-85.9437561,538,MEZCLA,Fruto Consistente,1456,3,0.21,Susceptibles
JINOTEGA,1/17/2019,2019,1,13.32410717,-85.9437561,538,MEZCLA,Madurez Fisiol¢gica,1511,7,0.46,Susceptibles
JINOTEGA,07/04/2019,2019,7,13.38255692,-86.01522827,723,MEZCLA,Fruto Consistente,756,1,0.13,Susceptibles
JINOTEGA,12/11/2019,2019,12,13.38255692,-86.01522827,723,MEZCLA,Madurez Fisiol¢gica,993,67,6.75,Susceptibles
MATAGALPA,3/20/2019,2019,3,13.204962,-85.654023,846,MEZCLA,Floracion Loca,499,11,2.2,Susceptibles
MATAGALPA,6/18/2019,2019,6,13.198993,-85.650488,739,MEZCLA,Fruto Consistente,734,0,0,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.38255692,-86.01522827,723,MEZCLA,Madurez Fisiol¢gica,950,80,8.42,Susceptibles
JINOTEGA,10/17/2019,2019,10,13.38255692,-86.01522827,723,MEZCLA,Fruto Consistente,946,118,12.47,Susceptibles
