Regiones,Fecha,Year,Num_mes,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,Cat_Variedad
Apaneca-Ilamatepec,5/16/2018,2018,5,14.14181042,-89.64852905,957,PACAS,Fruto Consistente,1110,12,1.08,Susceptibles
Apaneca-Ilamatepec,8/23/2017,2017,8,NA,NA,900,PACAS,Fruto Consistente,1051,274,26.07,Susceptibles
Alotepec-Metapan,10/19/2017,2017,10,14.28549004,-89.1254425,1400,PACAS,Madurez Fisiologica,898,9,1,Susceptibles
Cacahuatique,8/23/2017,2017,8,NA,NA,968,BOURBON,Fruto Consistente,1024,66,6.45,Susceptibles
Alotepec-Metapan,5/17/2017,2017,5,NA,NA,1020,PACAS,Floracion,610,0,0,Susceptibles
Cacahuatique,7/28/2017,2017,7,NA,NA,968,BOURBON,Fruto Consistente,1020,35,3.43,Susceptibles
Alotepec-Metapan,2/20/2018,2018,2,14.30339146,-89.14482117,1367,PACAS,Hojas Nuevas Mayor al 30%,832,281,33.77,Susceptibles
Alotepec-Metapan,05/02/2018,2018,5,14.4138422,-89.39577484,900,CUSCATLECO,Fruto Consistente,965,0,0,Resistentes
Alotepec-Metapan,6/22/2017,2017,6,NA,NA,1200,PACAS,Fruto Consistente,1035,28,2.71,Susceptibles
Chinchontepec,9/25/2017,2017,9,13.65654469,-88.82241821,540,PACAS,Fruto Consistente,502,46,9.16,Susceptibles
Alotepec-Metapan,6/26/2017,2017,6,NA,NA,1400,PACAS,Fruto Consistente,825,0,0,Susceptibles
Cacahuatique,3/22/2018,2018,3,13.96208286,-88.17466736,1180,BOURBON,Madurez Fisiologica,549,75,13.66,Susceptibles
Apaneca-Ilamatepec,10/23/2017,2017,10,14.14181042,-89.64852905,957,PACAS,Madurez Fisiologica,1358,63,4.64,Susceptibles
Alotepec-Metapan,8/16/2017,2017,8,NA,NA,1200,PACAS,Fruto Consistente,932,51,5.47,Susceptibles
Chinchontepec,10/26/2017,2017,10,13.77628899,-89.11341095,626,BOURBON,Madurez Fisiologica,1288,37,2.87,Susceptibles
Chinchontepec,9/27/2017,2017,9,13.85707855,-89.07450867,651,BOURBON,Fruto Consistente,1349,119,8.82,Susceptibles
Chinchontepec,8/23/2017,2017,8,NA,NA,626,BOURBON,Fruto Consistente,1070,58,5.42,Susceptibles
Chinchontepec,10/26/2017,2017,10,13.85707855,-89.07450867,651,BOURBON,Madurez Fisiologica,1675,92,5.49,Susceptibles
Cacahuatique,6/26/2017,2017,6,NA,NA,819,CUSCATLECO,Fruto Consistente,1055,0,0,Resistentes
Cacahuatique,1/25/2018,2018,1,13.96208286,-88.17466736,1180,BOURBON,Madurez Fisiologica,623,143,22.95,Susceptibles
Cacahuatique,1/22/2018,2018,1,13.97733212,-88.20777893,900,CUSCATLECO,Floracion,1053,0,0,Resistentes
Balsamo-Quezaltepec,11/17/2017,2017,11,13.61742973,-89.0489502,860,PACAS,Madurez Fisiologica,968,11,1.14,Susceptibles
Alotepec-Metapan,11/15/2017,2017,11,14.36661053,-89.27733612,1200,PACAS,Madurez Fisiologica,989,181,18.3,Susceptibles
Apaneca-Ilamatepec,11/09/2017,2017,11,14.13333893,-89.70806122,1250,PACAS,Madurez Fisiologica,892,407,45.63,Susceptibles
Alotepec-Metapan,7/24/2017,2017,7,NA,NA,1020,PACAS,Floracion,746,0,0,Susceptibles
Balsamo-Quezaltepec,11/15/2017,2017,11,13.76226616,-89.30273438,1142,BOURBON,Madurez Fisiologica,1123,115,10.24,Susceptibles
Apaneca-Ilamatepec,11/17/2017,2017,11,14.10145283,-89.70605469,900,PACAS,Madurez Fisiologica,636,324,50.94,Susceptibles
Cacahuatique,11/20/2017,2017,11,13.97733212,-88.20777893,900,CUSCATLECO,Madurez Fisiologica,1064,0,0,Resistentes
Apaneca-Ilamatepec,01/09/2018,2018,1,14.14181042,-89.64852905,957,PACAS,Hojas Nuevas Mayor al 30%,932,200,21.46,Susceptibles
Apaneca-Ilamatepec,11/17/2017,2017,11,14.10792828,-89.69991302,980,PACAS,Madurez Fisiologica,742,405,54.58,Susceptibles
Apaneca-Ilamatepec,1/15/2018,2018,1,14.10145283,-89.70605469,900,PACAS,Hojas Nuevas Mayor al 30%,428,159,37.15,Susceptibles
Alotepec-Metapan,11/15/2017,2017,11,14.27808952,-89.15901184,1020,PACAS,Madurez Fisiologica,844,118,13.98,Susceptibles
Chinchontepec,9/26/2017,2017,9,13.60513973,-88.91719055,717,CR-95,Fruto Consistente,1280,28,2.19,Medianamente_resistentes
Chinchontepec,11/15/2017,2017,11,13.77628899,-89.11341095,626,BOURBON,Madurez Fisiologica,1299,75,5.77,Susceptibles
Cacahuatique,6/30/2017,2017,6,NA,NA,1180,BOURBON,Madurez Fisiologica,596,19,3.19,Susceptibles
Alotepec-Metapan,3/16/2018,2018,3,14.36661053,-89.27733612,1200,PACAS,Floracion Loca,860,9,1.05,Susceptibles
Alotepec-Metapan,11/17/2017,2017,11,14.28549004,-89.1254425,1400,PACAS,Madurez Fisiologica,920,36,3.91,Susceptibles
Apaneca-Ilamatepec,6/29/2017,2017,6,NA,NA,900,PACAS,Fruto Consistente,1030,55,5.34,Susceptibles
Alotepec-Metapan,11/20/2017,2017,11,14.30339146,-89.14482117,1367,PACAS,Madurez Fisiologica,1615,214,13.25,Susceptibles
Cacahuatique,11/20/2017,2017,11,13.84706974,-88.24748993,819,CUSCATLECO,Madurez Fisiologica,999,0,0,Resistentes
Alotepec-Metapan,9/20/2017,2017,9,14.27808952,-89.15901184,1020,PACAS,Floracion,867,27,3.11,Susceptibles
Cacahuatique,11/17/2017,2017,11,13.78364944,-88.17274475,968,BOURBON,Madurez Fisiologica,1039,81,7.8,Susceptibles
Cacahuatique,3/21/2018,2018,3,13.78364944,-88.17274475,968,BOURBON,Hojas Nuevas Mayor al 30%,684,88,12.87,Susceptibles
Balsamo-Quezaltepec,9/29/2017,2017,9,13.61742973,-89.0489502,860,PACAS,Fruto Consistente,1326,0,0,Susceptibles
Chinchontepec,11/10/2017,2017,11,13.59353542,-88.87534332,1050,CUSCATLECO,Madurez Fisiologica,515,0,0,Resistentes
Alotepec-Metapan,7/21/2017,2017,7,NA,NA,1367,PACAS,Fruto Consistente,983,18,1.83,Susceptibles
Apaneca-Ilamatepec,11/17/2017,2017,11,14.14181042,-89.64852905,957,PACAS,Madurez Fisiologica,1287,136,10.57,Susceptibles
Alotepec-Metapan,6/27/2017,2017,6,NA,NA,1367,PACAS,Fruto Consistente,970,11,1.13,Susceptibles
Chinchontepec,11/17/2017,2017,11,13.65654469,-88.82241821,540,PACAS,Madurez Fisiologica,711,244,34.32,Susceptibles
Chinchontepec,7/24/2017,2017,7,NA,NA,651,BOURBON,Fruto Consistente,1157,58,5.01,Susceptibles
Alotepec-Metapan,1/24/2018,2018,1,14.4138422,-89.39577484,900,CUSCATLECO,Hojas Nuevas Mayor al 30%,918,0,0,Resistentes
Chinchontepec,11/17/2017,2017,11,13.60513973,-88.91719055,717,CR-95,Madurez Fisiologica,920,323,35.11,Medianamente_resistentes
Cacahuatique,11/20/2017,2017,11,13.96208286,-88.17466736,1180,BOURBON,Madurez Fisiologica,721,34,4.72,Susceptibles
Cacahuatique,7/25/2017,2017,7,NA,NA,819,CUSCATLECO,Fruto Consistente,876,0,0,Resistentes
Apaneca-Ilamatepec,6/28/2017,2017,6,NA,NA,957,PACAS,Hojas Nuevas Mayor al 30%,1040,6,0.58,Susceptibles
Cacahuatique,6/26/2017,2017,6,NA,NA,968,BOURBON,Fruto Consistente,946,11,1.16,Susceptibles
Chinchontepec,11/17/2017,2017,11,13.59008503,-88.94361115,532,CATIMOR,Madurez Fisiologica,712,257,36.1,Medianamente_resistentes
Balsamo-Quezaltepec,12/13/2017,2017,12,13.76226616,-89.30273438,1000,BOURBON,Madurez Fisiologica,1089,197,18.09,Susceptibles
Apaneca-Ilamatepec,12/04/2017,2017,12,14.14181042,-89.64852905,957,PACAS,Madurez Fisiologica,1294,123,9.51,Susceptibles
Chinchontepec,3/22/2018,2018,3,13.60513973,-88.91719055,717,CR-95,Hojas Nuevas Mayor al 30%,578,10,1.73,Medianamente_resistentes
Alotepec-Metapan,12/12/2017,2017,12,14.30339146,-89.14482117,1367,PACAS,Madurez Fisiologica,1332,373,28,Susceptibles
Chinchontepec,3/22/2018,2018,3,13.59008503,-88.94361115,532,CATIMOR,Floracion,577,14,2.43,Medianamente_resistentes
Chinchontepec,11/17/2017,2017,11,13.85707855,-89.07450867,651,BOURBON,Madurez Fisiologica,1398,153,10.94,Susceptibles
Apaneca-Ilamatepec,6/30/2017,2017,6,NA,NA,980,PACAS,Fruto Consistente,945,18,1.9,Susceptibles
Alotepec-Metapan,9/19/2017,2017,9,14.28549004,-89.1254425,1400,PACAS,Fruto Consistente,858,11,1.28,Susceptibles
Alotepec-Metapan,6/23/2017,2017,6,NA,NA,1020,PACAS,Floracion,658,0,0,Susceptibles
Alotepec-Metapan,12/12/2017,2017,12,14.4138422,-89.39577484,900,CUSCATLECO,Madurez Fisiologica,1193,0,0,Resistentes
Apaneca-Ilamatepec,7/25/2017,2017,7,NA,NA,980,PACAS,Fruto Consistente,1055,22,2.09,Susceptibles
Apaneca-Ilamatepec,9/19/2017,2017,9,14.14181042,-89.64852905,957,PACAS,Fruto Consistente,1361,22,1.62,Susceptibles
Alotepec-Metapan,7/27/2017,2017,7,NA,NA,900,CUSCATLECO,Fruto Consistente,1351,0,0,Resistentes
Alotepec-Metapan,9/26/2017,2017,9,14.4138422,-89.39577484,900,CUSCATLECO,Fruto Consistente,1198,0,0,Resistentes
Apaneca-Ilamatepec,12/12/2017,2017,12,14.10145283,-89.70605469,900,PACAS,Madurez Fisiologica,654,344,52.6,Susceptibles
Alotepec-Metapan,7/24/2017,2017,7,NA,NA,1400,PACAS,Floracion,945,2,0.21,Susceptibles
Chinchontepec,12/13/2017,2017,12,13.85707855,-89.07450867,651,BOURBON,Madurez Fisiologica,1748,174,12.95,Susceptibles
Alotepec-Metapan,3/16/2018,2018,3,14.28549004,-89.1254425,1400,PACAS,Hojas Nuevas Mayor al 30%,797,26,3.26,Susceptibles
Alotepec-Metapan,12/12/2017,2017,12,14.27808952,-89.15901184,1020,PACAS,Madurez Fisiologica,702,97,13.82,Susceptibles
Apaneca-Ilamatepec,3/15/2018,2018,3,14.14181042,-89.64852905,957,PACAS,Floracion,687,17,2.47,Susceptibles
Apaneca-Ilamatepec,3/15/2018,2018,3,14.13333893,-89.70806122,1250,PACAS,Floracion Principal,852,76,8.92,Susceptibles
Alotepec-Metapan,12/13/2017,2017,12,14.36661053,-89.27733612,1200,PACAS,Madurez Fisiologica,805,120,14.91,Susceptibles
Apaneca-Ilamatepec,6/30/2017,2017,6,NA,NA,1250,PACAS,Fruto Consistente,1104,44,3.99,Susceptibles
Apaneca-Ilamatepec,7/25/2017,2017,7,NA,NA,900,PACAS,Fruto Consistente,772,178,23.06,Susceptibles
Balsamo-Quezaltepec,2/20/2018,2018,2,13.76226616,-89.30273438,1142,BOURBON,Hojas Nuevas Mayor al 30%,609,71,11.66,Susceptibles
Apaneca-Ilamatepec,10/25/2017,2017,10,14.10145283,-89.70605469,900,PACAS,Madurez Fisiologica,585,348,59.49,Susceptibles
Alotepec-Metapan,10/17/2017,2017,10,14.27808952,-89.15901184,1020,PACAS,Madurez Fisiologica,848,70,8.25,Susceptibles
Chinchontepec,9/27/2017,2017,9,13.77628899,-89.11341095,626,BOURBON,Fruto Consistente,1146,83,7.24,Susceptibles
Chinchontepec,10/16/2017,2017,10,13.59008503,-88.94361115,532,CATIMOR,Madurez Fisiologica,996,86,8.63,Medianamente_resistentes
Alotepec-Metapan,2/16/2018,2018,2,14.4138422,-89.39577484,900,CUSCATLECO,Floracion,769,0,0,Resistentes
Chinchontepec,5/24/2018,2018,5,13.59008503,-88.94361115,532,CATIMOR,Floracion Principal,991,0,0,Medianamente_resistentes
Balsamo-Quezaltepec,10/24/2017,2017,10,13.76226616,-89.30273438,1000,BOURBON,Madurez Fisiologica,978,103,10.53,Susceptibles
Cacahuatique,10/19/2017,2017,10,13.78364944,-88.17274475,968,BOURBON,Madurez Fisiologica,1047,50,4.78,Susceptibles
Chinchontepec,10/23/2017,2017,10,13.65654469,-88.82241821,540,PACAS,Madurez Fisiologica,690,131,18.99,Susceptibles
Cacahuatique,8/18/2017,2017,8,NA,NA,900,CUSCATLECO,Fruto Consistente,1020,0,0,Resistentes
Alotepec-Metapan,2/16/2018,2018,2,14.28549004,-89.1254425,1400,PACAS,Hojas Nuevas Mayor al 30%,874,59,6.75,Susceptibles
Chinchontepec,5/22/2018,2018,5,13.60513973,-88.91719055,717,CR-95,Floracion Principal,1398,0,0,Medianamente_resistentes
Cacahuatique,10/18/2017,2017,10,13.97733212,-88.20777893,900,CUSCATLECO,Madurez Fisiologica,1145,0,0,Resistentes
Apaneca-Ilamatepec,9/25/2017,2017,9,14.10792828,-89.69991302,980,PACAS,Fruto Consistente,1051,278,26.45,Susceptibles
Apaneca-Ilamatepec,8/24/2017,2017,8,NA,NA,980,PACAS,Fruto Consistente,1003,27,2.69,Susceptibles
Chinchontepec,8/23/2017,2017,8,NA,NA,717,CR-95,Fruto Consistente,1166,0,0,Medianamente_resistentes
Cacahuatique,1/23/2018,2018,1,13.78364944,-88.17274475,968,BOURBON,Hojas Nuevas Mayor al 30%,839,163,19.43,Susceptibles
Apaneca-Ilamatepec,2/19/2018,2018,2,14.10145283,-89.70605469,900,PACAS,Hojas Nuevas Mayor al 30%,447,66,14.77,Susceptibles
Balsamo-Quezaltepec,12/13/2017,2017,12,13.61742973,-89.0489502,860,PACAS,Madurez Fisiologica,1033,0,0,Susceptibles
Cacahuatique,10/19/2017,2017,10,13.96208286,-88.17466736,1180,BOURBON,Madurez Fisiologica,656,17,2.59,Susceptibles
Chinchontepec,5/24/2018,2018,5,13.63394833,-88.83854675,737,CATIMOR,Floracion Principal,1129,0,0,Medianamente_resistentes
Balsamo-Quezaltepec,2/13/2018,2018,2,13.80018997,-89.23011017,513,BOURBON,Hojas Nuevas Mayor al 30%,766,17,2.22,Susceptibles
Alotepec-Metapan,5/14/2018,2018,5,14.36661053,-89.27733612,1200,PACAS,Fruto Consistente,933,4,0.43,Susceptibles
Balsamo-Quezaltepec,08/02/2017,2017,8,NA,NA,860,PACAS,Fruto Consistente,1253,0,0,Susceptibles
Apaneca-Ilamatepec,8/23/2017,2017,8,NA,NA,957,PACAS,Fruto Consistente,1126,16,1.42,Susceptibles
Alotepec-Metapan,8/24/2017,2017,8,NA,NA,1400,PACAS,Floracion,991,14,1.41,Susceptibles
Alotepec-Metapan,5/16/2017,2017,5,NA,NA,1200,PACAS,Fruto Consistente,711,4,0.56,Susceptibles
Apaneca-Ilamatepec,9/20/2017,2017,9,14.13333893,-89.70806122,1250,PACAS,Fruto Consistente,1232,247,20.05,Susceptibles
Alotepec-Metapan,9/22/2017,2017,9,14.36661053,-89.27733612,1200,PACAS,Fruto Consistente,997,135,13.54,Susceptibles
Chinchontepec,9/26/2017,2017,9,13.59008503,-88.94361115,532,CATIMOR,Fruto Consistente,1298,32,2.47,Medianamente_resistentes
Chinchontepec,1/19/2018,2018,1,13.59008503,-88.94361115,532,CATIMOR,Hojas Nuevas Mayor al 30%,507,239,47.14,Medianamente_resistentes
Cacahuatique,02/08/2018,2018,2,13.97733212,-88.20777893,900,CUSCATLECO,Hojas Nuevas Mayor al 30%,1145,0,0,Resistentes
Alotepec-Metapan,9/23/2017,2017,9,14.30339146,-89.14482117,1367,PACAS,Fruto Consistente,1095,154,14.06,Susceptibles
Balsamo-Quezaltepec,2/23/2018,2018,2,13.61742973,-89.0489502,860,PACAS,Hojas Nuevas Mayor al 30%,701,0,0,Susceptibles
Apaneca-Ilamatepec,2/16/2018,2018,2,14.10792828,-89.69991302,980,PACAS,Hojas Nuevas Mayor al 30%,525,121,23.05,Susceptibles
Chinchontepec,8/28/2017,2017,8,NA,NA,1050,CUSCATLECO,Fruto Consistente,470,0,0,Resistentes
Apaneca-Ilamatepec,01/12/2018,2018,1,14.10792828,-89.69991302,980,PACAS,Hojas Nuevas Mayor al 30%,492,273,55.49,Susceptibles
Apaneca-Ilamatepec,5/18/2018,2018,5,14.13333893,-89.70806122,1250,PACAS,Fruto Consistente,796,0,0,Susceptibles
Balsamo-Quezaltepec,8/26/2017,2017,8,NA,NA,860,PACAS,Fruto Consistente,1143,0,0,Susceptibles
Chinchontepec,8/24/2017,2017,8,NA,NA,540,PACAS,Fruto Consistente,657,77,11.72,Susceptibles
Alotepec-Metapan,1/15/2018,2018,1,14.28549004,-89.1254425,1400,PACAS,Madurez Fisiologica,907,25,2.76,Susceptibles
Cacahuatique,5/17/2018,2018,5,13.96208286,-88.17466736,1180,BOURBON,Fruto Consistente,631,29,4.6,Susceptibles
Chinchontepec,8/22/2017,2017,8,NA,NA,532,CATIMOR,Fruto Consistente,857,0,0,Medianamente_resistentes
Alotepec-Metapan,2/15/2018,2018,2,14.36661053,-89.27733612,1200,PACAS,Floracion,791,39,4.93,Susceptibles
Balsamo-Quezaltepec,1/25/2018,2018,1,13.61742973,-89.0489502,860,PACAS,Hojas Nuevas Mayor al 30%,876,14,1.6,Susceptibles
Apaneca-Ilamatepec,2/16/2018,2018,2,14.13333893,-89.70806122,1250,PACAS,Hojas Nuevas Mayor al 30%,717,73,10.18,Susceptibles
Apaneca-Ilamatepec,01/12/2018,2018,1,14.13333893,-89.70806122,1250,PACAS,Hojas Nuevas Mayor al 30%,692,430,62.14,Susceptibles
Alotepec-Metapan,1/16/2018,2018,1,14.36661053,-89.27733612,1200,PACAS,Madurez Fisiologica,768,62,8.07,Susceptibles
Apaneca-Ilamatepec,10/25/2017,2017,10,14.10792828,-89.69991302,980,PACAS,Madurez Fisiologica,866,234,27.02,Susceptibles
Chinchontepec,8/22/2017,2017,8,NA,NA,651,BOURBON,Fruto Consistente,1208,66,5.46,Susceptibles
Cacahuatique,2/19/2018,2018,2,13.84706974,-88.24748993,819,CUSCATLECO,Hojas Nuevas Mayor al 30%,809,0,0,Resistentes
Apaneca-Ilamatepec,5/18/2018,2018,5,14.10145283,-89.70605469,900,PACAS,Fruto Consistente,757,0,0,Susceptibles
Alotepec-Metapan,10/23/2017,2017,10,14.30339146,-89.14482117,1367,PACAS,Madurez Fisiologica,1146,245,21.37,Susceptibles
Chinchontepec,5/18/2018,2018,5,13.59353542,-88.87534332,1050,CUSCATLECO,Floracion Principal,645,0,0,Resistentes
Alotepec-Metapan,8/22/2017,2017,8,NA,NA,1367,PACAS,Fruto Consistente,1021,56,5.48,Susceptibles
Chinchontepec,2/23/2018,2018,2,13.59008503,-88.94361115,532,CATIMOR,Hojas Nuevas Mayor al 30%,424,90,21.23,Medianamente_resistentes
Cacahuatique,2/14/2018,2018,2,13.96208286,-88.17466736,1180,BOURBON,Madurez Fisiologica,651,136,20.89,Susceptibles
Cacahuatique,5/17/2018,2018,5,13.97733212,-88.20777893,900,CUSCATLECO,Fruto Consistente,1174,0,0,Resistentes
Chinchontepec,5/24/2018,2018,5,13.85707855,-89.07450867,651,BOURBON,Fruto Consistente,1101,17,1.54,Susceptibles
Apaneca-Ilamatepec,8/22/2017,2017,8,NA,NA,1250,PACAS,Fruto Consistente,1187,0,0,Susceptibles
Apaneca-Ilamatepec,10/18/2017,2017,10,14.13333893,-89.70806122,1250,PACAS,Madurez Fisiologica,1295,370,28.57,Susceptibles
Cacahuatique,5/17/2018,2018,5,13.84706974,-88.24748993,819,CUSCATLECO,Fruto Consistente,729,0,0,Resistentes
Alotepec-Metapan,10/18/2017,2017,10,14.36661053,-89.27733612,1200,PACAS,Madurez Fisiologica,949,137,14.44,Susceptibles
Cacahuatique,8/22/2017,2017,8,NA,NA,819,CUSCATLECO,Fruto Consistente,1148,0,0,Resistentes
Cacahuatique,12/07/2017,2017,12,13.84706974,-88.24748993,819,CUSCATLECO,Madurez Fisiologica,973,0,0,Resistentes
Alotepec-Metapan,3/15/2018,2018,3,14.27808952,-89.15901184,1020,PACAS,Hojas Nuevas Mayor al 30%,601,18,3,Susceptibles
Cacahuatique,1/24/2018,2018,1,13.84706974,-88.24748993,819,CUSCATLECO,Hojas Nuevas Mayor al 30%,833,0,0,Resistentes
Apaneca-Ilamatepec,3/15/2018,2018,3,14.10792828,-89.69991302,980,PACAS,Floracion Principal,679,68,10.01,Susceptibles
Alotepec-Metapan,8/23/2017,2017,8,NA,NA,900,CUSCATLECO,Fruto Consistente,1364,0,0,Resistentes
Alotepec-Metapan,5/16/2018,2018,5,14.28549004,-89.1254425,1400,PACAS,Hojas Nuevas Mayor al 30%,823,2,0.24,Susceptibles
Apaneca-Ilamatepec,02/08/2018,2018,2,14.14181042,-89.64852905,957,PACAS,Hojas Nuevas Mayor al 30%,748,114,15.24,Susceptibles
Alotepec-Metapan,8/24/2017,2017,8,NA,NA,1020,PACAS,Floracion,804,17,2.11,Susceptibles
Chinchontepec,9/22/2017,2017,9,13.59353542,-88.87534332,1050,CUSCATLECO,Fruto Consistente,520,8,1.54,Resistentes
Apaneca-Ilamatepec,12/12/2017,2017,12,14.13333893,-89.70806122,1250,PACAS,Madurez Fisiologica,879,369,41.98,Susceptibles
Chinchontepec,10/12/2017,2017,10,13.59353542,-88.87534332,1050,CUSCATLECO,Madurez Fisiologica,473,16,3.38,Resistentes
Balsamo-Quezaltepec,9/19/2017,2017,9,13.76226616,-89.30273438,1142,BOURBON,Fruto Consistente,1064,79,7.42,Susceptibles
Balsamo-Quezaltepec,01/12/2018,2018,1,13.80018997,-89.23011017,513,BOURBON,Hojas Nuevas Mayor al 30%,888,115,12.95,Susceptibles
Chinchontepec,12/08/2017,2017,12,13.60513973,-88.91719055,717,CR-95,Madurez Fisiologica,803,309,38.48,Medianamente_resistentes
Cacahuatique,12/07/2017,2017,12,13.78364944,-88.17274475,968,BOURBON,Madurez Fisiologica,919,108,11.75,Susceptibles
Apaneca-Ilamatepec,3/21/2018,2018,3,14.10145283,-89.70605469,900,PACAS,Floracion Principal,671,26,3.87,Susceptibles
Apaneca-Ilamatepec,12/12/2017,2017,12,14.10792828,-89.69991302,980,PACAS,Madurez Fisiologica,1081,487,45.05,Susceptibles
Apaneca-Ilamatepec,9/19/2017,2017,9,14.16413975,-89.67386627,951,PACAS,Fruto Consistente,1163,28,2.41,Susceptibles
Apaneca-Ilamatepec,7/24/2017,2017,7,NA,NA,951,PACAS,Hojas Nuevas Mayor al 30%,1160,10,0.86,Susceptibles
Apaneca-Ilamatepec,12/06/2017,2017,12,14.16413975,-89.67386627,951,PACAS,Madurez Fisiologica,1227,63,5.13,Susceptibles
Apaneca-Ilamatepec,11/16/2017,2017,11,14.16413975,-89.67386627,951,PACAS,Madurez Fisiologica,1336,128,9.58,Susceptibles
Apaneca-Ilamatepec,02/08/2018,2018,2,14.16413975,-89.67386627,951,PACAS,Hojas Nuevas Mayor al 30%,616,43,6.98,Susceptibles
Apaneca-Ilamatepec,10/24/2017,2017,10,14.16413975,-89.67386627,951,PACAS,Madurez Fisiologica,1368,80,5.85,Susceptibles
Apaneca-Ilamatepec,8/23/2017,2017,8,NA,NA,951,PACAS,Fruto Consistente,1206,14,1.16,Susceptibles
Apaneca-Ilamatepec,3/13/2018,2018,3,14.16413975,-89.67386627,951,PACAS,Floracion,677,13,1.92,Susceptibles
Apaneca-Ilamatepec,01/09/2018,2018,1,14.16413975,-89.67386627,951,PACAS,Madurez Fisiologica,1068,111,10.39,Susceptibles
Apaneca-Ilamatepec,5/17/2018,2018,5,14.16413975,-89.67386627,951,PACAS,Fruto Consistente,1046,18,1.72,Susceptibles
Apaneca-Ilamatepec,6/28/2017,2017,6,NA,NA,951,PACAS,Hojas Nuevas Mayor al 30%,1066,8,0.75,Susceptibles
Apaneca-Ilamatepec,10/17/2017,2017,10,13.87357521,-89.85277557,1277,CATIMOR,Madurez Fisiologica,1198,175,14.61,Medianamente_resistentes
Apaneca-Ilamatepec,5/18/2018,2018,5,13.93099976,-89.7440033,900,PACAS,Fruto Consistente,957,1,0.1,Susceptibles
Apaneca-Ilamatepec,11/15/2017,2017,11,13.87357521,-89.85277557,1277,CATIMOR,Madurez Fisiologica,1463,90,6.15,Medianamente_resistentes
Apaneca-Ilamatepec,12/07/2017,2017,12,13.87357521,-89.85277557,1277,CATIMOR,Fruto Consistente,1680,147,19.75,Medianamente_resistentes
Apaneca-Ilamatepec,5/18/2018,2018,5,13.87357521,-89.85277557,1277,CATIMOR,Fruto Consistente,1743,44,2.52,Medianamente_resistentes
Balsamo-Quezaltepec,03/02/2018,2018,3,13.67514038,-89.34052277,1196,PACAS,Hojas Nuevas Mayor al 30%,481,106,22.04,Susceptibles
Balsamo-Quezaltepec,02/05/2018,2018,2,13.67514038,-89.34052277,1196,PACAS,Floracion Loca,551,160,29.04,Susceptibles
Alotepec-Metapan,8/22/2017,2017,8,NA,NA,1345,PACAMARA,Fruto Consistente,862,45,5.22,Susceptibles
Apaneca-Ilamatepec,07/03/2017,2017,7,NA,NA,1277,CATIMOR,Floracion,1177,161,13.68,Medianamente_resistentes
Alotepec-Metapan,11/16/2017,2017,11,14.34799957,-89.15499878,1345,PACAMARA,Madurez Fisiologica,972,61,6.28,Susceptibles
Apaneca-Ilamatepec,1/23/2018,2018,1,13.93099976,-89.7440033,900,PACAS,Hojas Nuevas Mayor al 30%,628,309,49.2,Susceptibles
Apaneca-Ilamatepec,2/19/2018,2018,2,13.93099976,-89.7440033,900,PACAS,Hojas Nuevas Mayor al 30%,645,121,18.76,Susceptibles
Alotepec-Metapan,1/18/2018,2018,1,14.34799957,-89.15499878,1345,PACAMARA,Madurez Fisiologica,839,75,8.94,Susceptibles
Balsamo-Quezaltepec,12/05/2017,2017,12,13.67514038,-89.34052277,1196,PACAS,Madurez Fisiologica,727,54,7.43,Susceptibles
Apaneca-Ilamatepec,6/28/2017,2017,6,NA,NA,900,PACAS,Fruto Consistente,817,5,0.61,Susceptibles
Alotepec-Metapan,6/21/2017,2017,6,NA,NA,1345,PACAMARA,Fruto Consistente,1015,23,2.27,Susceptibles
Alotepec-Metapan,12/12/2017,2017,12,14.34799957,-89.15499878,1345,PACAMARA,Madurez Fisiologica,829,37,4.46,Susceptibles
Balsamo-Quezaltepec,06/12/2017,2017,6,NA,NA,1196,PACAS,Fruto Consistente,765,10,1.31,Susceptibles
Balsamo-Quezaltepec,5/16/2017,2017,5,NA,NA,1196,PACAS,Fruto Consistente,879,8,0.91,Susceptibles
Balsamo-Quezaltepec,10/13/2017,2017,10,13.67514038,-89.34052277,1196,PACAS,Madurez Fisiologica,717,11,1.53,Susceptibles
Balsamo-Quezaltepec,01/03/2018,2018,1,13.67514038,-89.34052277,1196,PACAS,Madurez Fisiologica,694,177,25.5,Susceptibles
Balsamo-Quezaltepec,5/21/2018,2018,5,13.67514038,-89.34052277,1196,PACAS,Fruto Consistente,646,2,0.31,Susceptibles
Balsamo-Quezaltepec,8/17/2017,2017,8,NA,NA,1196,PACAS,Fruto Consistente,688,2,0.29,Susceptibles
Alotepec-Metapan,7/18/2017,2017,7,NA,NA,1345,PACAMARA,Fruto Consistente,974,45,4.62,Susceptibles
Apaneca-Ilamatepec,9/23/2017,2017,9,13.93099976,-89.7440033,900,PACAS,Fruto Consistente,855,164,19.18,Susceptibles
Apaneca-Ilamatepec,11/16/2017,2017,11,13.93099976,-89.7440033,900,PACAS,Madurez Fisiologica,738,410,55.56,Susceptibles
Balsamo-Quezaltepec,09/12/2017,2017,9,13.67514038,-89.34052277,1196,PACAS,Fruto Consistente,856,19,2.22,Susceptibles
Apaneca-Ilamatepec,7/27/2017,2017,7,NA,NA,900,PACAS,Fruto Consistente,920,71,7.72,Susceptibles
