Date;Tair;Tmin;Tmax;Rain;Pressure;WindSpeed;RH;RAD
06/09/2017;23.75;19.77;28.42;2.36;911.1;0.61;83.37;23.15
07/09/2017;23.54;20.34;28.03;2.63;911;0.76;84.8;23.75
08/09/2017;23.08;20.13;27.35;0.99;910.5;0.88;84.37;21.72
09/09/2017;23.36;19.81;27.96;1.78;909.6;0.88;81.87;22.61
10/09/2017;22.62;19.43;26.53;5.31;909.5;0.75;85.33;22.01
11/09/2017;21.42;19.86;24.11;22.42;910.5;1.03;91.91;18.04
12/09/2017;21.93;19.63;25.28;23.67;911.3;0.73;90.92;20.51
13/09/2017;22.76;19.72;26.86;10.09;911.9;0.77;88.09;21.25
14/09/2017;23.07;19.87;26.25;0.4;912.2;1.1;86.25;23.37
15/09/2017;23.42;19.59;28.3;0.64;911.6;1;82.53;21.25
16/09/2017;23.3;19.23;28.2;2.92;911.4;1.21;83.63;20.16
17/09/2017;23.17;20.77;27.29;6.07;911;1.26;87.69;20.92
18/09/2017;22.39;19.97;25.89;12.96;911.1;0.68;88.73;19.97
19/09/2017;22.24;19.89;25.38;4.09;911.7;0.87;89.76;13.16
20/09/2017;22.64;17.86;27.86;8.83;911.4;1.11;84.39;18.85
21/09/2017;22.94;19.47;27.9;8.22;910.3;1.14;87.08;22.32
22/09/2017;22.41;19.18;26.97;20.3;909.5;1.13;89.75;17.34
23/09/2017;21.96;18.93;25.4;9.23;909;0.89;90.36;15.93
24/09/2017;22.14;20.04;25.26;14.27;909;1.56;93.97;18.86
25/09/2017;21.55;18.97;25.47;4.27;909.4;1.73;90.02;13.46
26/09/2017;22.48;18.17;27.45;0.51;908.6;1.5;85.51;18.89
27/09/2017;22;19.39;25.3;0.71;908.8;1.52;87.05;18.92
28/09/2017;22.43;19.49;26.39;3.29;909;0.97;86.25;17.12
29/09/2017;22.23;20.29;25.4;31.61;909;0.75;91;13.73
30/09/2017;21.47;19.2;24.19;22.81;909.3;0.82;89.56;15.13
01/10/2017;21.34;18.34;24.54;7.38;907.8;0.97;90.67;13.93
02/10/2017;21.62;18.9;25.63;29.56;908;0.83;90.44;14.66
03/10/2017;22.25;18.79;26.69;28.76;909.5;0.77;85.77;19.31
04/10/2017;21.78;19.46;24.98;8.71;909;1.43;92.95;20.58
05/10/2017;21.33;19.3;24.78;14.28;906.6;2.01;90.74;13.62
06/10/2017;21.36;18.7;25;13.1;907.7;0.87;89.84;9.06
07/10/2017;22.2;19.81;26.38;3.01;910.2;1.4;89.42;13.36
08/10/2017;22.73;19.31;26.73;0.65;910.9;1.56;87.24;19.62
09/10/2017;22.45;19.81;25.72;1.86;909.9;0.85;89.13;18.56
10/10/2017;21.72;19.02;24.7;6.07;910.1;0.8;90.47;18.43
11/10/2017;20.95;18.2;25.23;13.82;910.7;1.25;89.57;13.93
12/10/2017;21.19;17.97;25.61;3.22;910.7;1.41;88.58;20.16
13/10/2017;21.33;18.21;25.81;1.11;911.1;1.6;89.1;14.13
14/10/2017;21.88;18.62;26.1;0.7;911.7;1.62;88.44;12.89
15/10/2017;22.15;19.35;26.22;2.27;912.2;1.67;89.99;21.59
16/10/2017;22.25;19.68;26.26;0.67;912.1;2.04;89.46;17.37
17/10/2017;22.46;19.35;26.84;2.59;912;1.86;89.28;17.92
18/10/2017;22.37;19.66;26.49;7.23;912.1;1.82;91.69;16.15
19/10/2017;22.13;19.91;25.91;2.22;911.6;1.89;88.68;17.84
20/10/2017;21.93;19.56;26.02;2.13;911.1;1.83;88.9;18.6
21/10/2017;21.73;19.11;25.63;3.03;910.8;1.57;90.41;17.02
22/10/2017;22.01;19.42;25.96;4.12;910.5;0.81;92.1;15.05
23/10/2017;21.7;19.51;25.65;4.11;910.7;1.36;89.47;15.13
24/10/2017;21.31;18.63;25.2;6.06;909.9;1.46;91.06;9.61
25/10/2017;20.66;19.47;22.74;25.04;910.7;3.68;93.63;9.02
26/10/2017;18.13;15.34;20.59;5.04;911.4;3.28;90.54;10.89
27/10/2017;19.06;15.15;23.78;3.45;909.6;1.14;91.35;10.67
28/10/2017;20.37;18.07;24.36;15.82;910;1.23;92.14;4.22
29/10/2017;19.79;17.15;23.97;1.36;912.8;1.65;88.42;16.43
30/10/2017;19.39;15.77;24.03;1.03;913.3;1.72;87.66;22.29
31/10/2017;20.42;17.27;25;0.33;913;1.84;88.52;14.16
01/11/2017;20.78;17.68;25.6;0.1;912.6;1.72;88.64;20.03
02/11/2017;21.63;18.49;26.42;0.17;913.1;1.75;88.27;19.87
03/11/2017;21.02;18.33;24.9;0.55;913.2;2.1;89.8;14.18
04/11/2017;20.44;16.89;25.31;0.72;912.5;2.27;88.34;13.27
05/11/2017;20;16.68;24.99;1.84;913;2.05;90.01;12.9
06/11/2017;20.77;17.51;25.57;1.51;913.2;2;89.75;10.67
07/11/2017;20.88;18.47;25.08;3.9;912;2.41;91.26;12.09
08/11/2017;19.62;16.43;24.07;1.31;911.6;2.33;89.37;11.46
09/11/2017;18.85;15.16;23.7;0.23;912.1;2.29;87.42;17.17
10/11/2017;19.24;16.15;23.72;2.1;911.6;2.92;89.78;12.19
11/11/2017;20.41;18.11;24.61;4.44;910.8;2.72;90.3;9.74
12/11/2017;21.17;18.18;25.34;4.98;910.4;2.53;91.35;13.85
13/11/2017;20.13;17.27;23.36;10.19;910.8;2.37;94.46;14.38
14/11/2017;19.47;16.97;23.32;6.03;911.3;2.52;91.96;12.41
15/11/2017;20.05;17.55;24.43;2.71;911.7;2.18;90;16.79
16/11/2017;19.63;16.61;24.26;2.36;912.9;2.1;90.23;12.08
17/11/2017;18.9;16.25;23.47;1.57;913.2;2.11;89.45;15.62
18/11/2017;18.51;14.71;23.88;0.01;911.9;1.71;86.77;21.71
19/11/2017;18.89;14.69;24.06;0.19;912.1;1.57;89.41;16.79
20/11/2017;18.4;15.07;23.04;0.7;912.9;2.21;88.3;15.35
21/11/2017;19.48;15.22;24.8;0;911.7;1.29;84.36;20.41
22/11/2017;20.43;15.74;25.98;0.31;911.5;1;84.96;20.99
23/11/2017;18.5;16.26;21.81;0.75;913.1;2.08;89.43;8.55
24/11/2017;17.78;15.28;22.24;0.06;913.3;2.11;86.44;15.4
25/11/2017;18.65;13.66;24.57;0;913.2;1.42;85.91;20.08
26/11/2017;19.25;15.69;24.18;0.29;913;2.3;88.15;17.81
27/11/2017;17.55;14.72;21.74;1;913;2.87;87.8;12.3
28/11/2017;17.55;13.14;22.88;0.01;913.3;1.88;87.79;18.86
29/11/2017;18.92;15.45;23.82;0.18;913.9;2.2;88.74;13.47
30/11/2017;18.47;15.75;22.14;0.88;913.4;2.57;91.53;10.98
01/12/2017;19.49;16.42;24.03;1.28;913.2;2.62;89.57;12.14
02/12/2017;19.13;16.35;23.54;2.63;913;2.52;91.52;12.29
03/12/2017;19.15;16.31;23.54;1.11;912.2;2.47;89.8;14.29
04/12/2017;19.83;16.08;24.64;0.16;912.3;1.93;89.25;14.75
05/12/2017;20;16.67;24.74;0.09;912.9;1.87;88.75;19.88
06/12/2017;20.42;17.06;24.7;0.47;912.7;2.01;91.25;13.36
07/12/2017;20.41;18.23;24.25;6.99;912;1.63;90.22;12.56
08/12/2017;20.95;17.87;25.5;9.33;910.7;0.84;88.81;18.73
09/12/2017;17.02;13.27;19.54;4.67;915.4;4.04;90.78;10.53
10/12/2017;12.42;11.05;14.37;0.92;918.7;4.69;86.98;13.45
11/12/2017;13.49;12;16.3;0.02;917.5;3.51;87.19;10.81
12/12/2017;14.49;11.58;18.55;0.27;916.1;2.61;88.62;13.9
13/12/2017;15.05;12.5;19.2;0.38;915.4;2.54;87.61;12.25
14/12/2017;17.61;11.96;24.49;0.02;913.1;1.24;85.99;20.33
15/12/2017;19.85;15.25;25.8;0.04;912.7;1.33;88.52;19.57
16/12/2017;20.23;16.88;25.04;0.02;913.3;1.88;89.77;7.86
17/12/2017;19.58;15.79;24.32;0.06;914.1;1.94;87.84;14.62
18/12/2017;20.31;16.65;25.01;0.32;914.4;2.21;89.48;11.53
19/12/2017;20.32;16.92;24.68;0.53;914.5;2.04;88.48;13.56
20/12/2017;19.5;16.02;24.05;0.16;914;1.84;85.71;19.28
21/12/2017;19.84;16.56;24.51;0;913.7;1.77;86.43;20.43
22/12/2017;19.67;15.96;24.5;0.01;913.5;1.73;87.05;15.59
23/12/2017;19.8;16.7;24.57;0.03;914.3;1.95;86.94;19.54
24/12/2017;19.51;16.31;23.87;0.38;915.1;2.41;87.71;16.55
25/12/2017;18.36;16.09;22.58;2;915.8;2.78;89.9;11.56
26/12/2017;19.14;16.18;23.69;1.36;915.4;2.34;89.87;11.02
27/12/2017;18.86;15.66;23.32;0.68;915.6;2.44;88;17.03
28/12/2017;18.9;16.01;23.46;0.63;915.4;2.62;88.02;11.63
29/12/2017;19.3;16.32;23.7;1.05;915.3;2.38;89.11;12.76
30/12/2017;18.97;15.67;23.91;0.46;915.3;2.1;87.96;13.07
31/12/2017;18.51;15.9;22.67;0.07;915.4;2.07;87.69;20.14
01/01/2018;19.1;15.73;23.95;0.64;915.6;2.21;88.55;14.77
02/01/2018;18.27;15.85;21.95;3.69;914.8;2.35;91.66;14.02
03/01/2018;17.86;14.45;21.58;3.8;914.7;2.9;90.43;11.58
04/01/2018;16.59;13.95;21.1;2.53;916.1;3.22;89.82;11.54
05/01/2018;15.86;13.49;20.26;1.48;917.4;3.1;88.92;11.34
06/01/2018;16.12;13.26;20.57;0.35;916.9;3.12;86.6;14.77
07/01/2018;16.62;13.89;21.06;0.77;915.5;2.76;86.61;13.51
08/01/2018;17.91;13.07;24.46;0.06;913.6;1.38;86.16;20.74
09/01/2018;18.2;15.1;23.03;0.01;913.6;2.26;87.67;15.94
10/01/2018;18.17;13.98;24.1;0;912.6;1.38;84.29;20.12
11/01/2018;19.57;14.16;26.15;0;911.3;1.57;79.55;21.12
12/01/2018;18.48;14.52;24.29;0.19;913.7;2.07;79.68;20.14
13/01/2018;15.63;13.15;17.94;1.7;917.2;3.43;89.52;11.13
14/01/2018;13.14;11.77;15.35;0.13;918.3;4.23;83.99;12.57
15/01/2018;14.46;12.14;17.26;0.04;916.6;3.89;87.28;12.42
16/01/2018;15.26;13.29;17.71;0.82;916.5;2.88;92.28;10.87
17/01/2018;14.56;12.6;17.47;0.68;917.4;3.54;86.59;8.72
18/01/2018;15.11;12.19;18.45;3.17;916.3;3.21;93.01;12.79
19/01/2018;17.6;15.23;22.35;1.25;915.1;2.83;88.18;11.79
20/01/2018;18.44;15.17;22.92;1.21;913.5;2.18;91.21;15.64
21/01/2018;19.95;16.23;25.19;0.26;912;1.65;85.73;17.47
22/01/2018;20.3;16.83;25.72;0.07;911.3;1.62;82.7;18.99
23/01/2018;19.96;16.43;25.08;1.52;911.9;2.09;86.09;16.69
24/01/2018;19.49;16.51;24.24;2.38;913.3;2.27;86.5;18.65
25/01/2018;19.55;16.54;24.26;0.55;913.8;2.79;83.13;14.04
26/01/2018;19.14;15.74;24.22;0.64;913.4;2.48;84.74;12.55
27/01/2018;19.89;15.74;25.56;0.1;911.7;1.77;82.68;18.21
28/01/2018;20.36;16.49;25.86;0.69;911.1;1.94;82.02;18.75
29/01/2018;19.94;17.34;24.53;4.26;911.6;2.84;86.17;17.41
30/01/2018;19.69;17.35;23.8;16.14;912.4;3.88;89.29;10.6
31/01/2018;18.86;15.64;23.26;7.73;913.1;3.19;89.31;12.5
01/02/2018;19.33;15.43;25.04;1.73;913.5;2.24;87.29;18.55
02/02/2018;19.76;16.37;24.82;0.92;914.7;2.44;83.43;20.67
03/02/2018;19.04;16.17;23.71;3.3;913.9;2.7;87.96;15.33
04/02/2018;19.6;15.56;25.52;0.6;912.9;1.84;84.07;21.44
05/02/2018;20.12;15.98;25.75;0.31;913.3;2.01;81.86;22.37
06/02/2018;20.01;16.39;25.37;0.28;914;2.08;82.03;21.91
07/02/2018;20.56;15.47;26.5;0.26;913.8;1.68;81.92;12.98
08/02/2018;20.39;17.03;25.52;0.29;914;2.37;79.98;19.21
09/02/2018;19.84;15.79;25.66;0.25;913.2;2.03;75.23;20.45
10/02/2018;20.58;16.17;27.35;0.18;912.7;1.53;74.55;18.83
11/02/2018;21.06;15.67;28.23;0.01;912.3;1.22;71.27;21.51
12/02/2018;20.43;15.21;26.65;0.43;914.5;2.13;78.45;17.98
13/02/2018;20.25;16.14;26.36;0.49;916.3;2.66;78.1;18.59
14/02/2018;19.65;15.48;25.22;0.01;916.6;3.03;77.2;20.21
15/02/2018;19.73;15.51;25.81;0;916;2.58;72.32;22.84
16/02/2018;19.58;14.69;25.75;0;914.8;2.35;75.54;21.86
17/02/2018;19.73;14.21;26.34;0.1;915.1;1.8;73.45;21.88
18/02/2018;20.44;16.36;27.05;0.16;913.9;2.01;70.71;19.71
19/02/2018;20.47;14.86;27.95;0.33;913.4;1.72;66.38;23.2
20/02/2018;21.22;15.24;29.26;0.77;913.8;1.51;67.79;23.54
21/02/2018;20.68;15.06;28.31;1.66;914.9;1.73;72.28;24.42
22/02/2018;20.55;14.41;27.99;0.02;915.4;1.69;70.43;22.75
23/02/2018;20.89;16.35;27.49;1.58;915.3;1.96;74.62;18.14
24/02/2018;21.31;16.83;28.46;0.3;913.7;1.5;62.98;24.77
25/02/2018;21.07;14.25;28.57;0.13;913.6;1.24;61.55;21.2
26/02/2018;21.26;14.73;29.9;0.07;914;1.48;54.38;24.93
27/02/2018;20.86;15.77;27.93;0.01;914.6;2.07;68.18;21.2
28/02/2018;20.93;15.54;28.39;0;913.3;1.65;61.79;24.27
01/03/2018;22.3;15.12;31.32;0;912.1;0.98;57.21;24.72
02/03/2018;21.88;16.45;29.13;0;913.4;2;67.02;20.4
03/03/2018;21.33;16.94;27.8;0;913.9;2.41;69.57;23.16
04/03/2018;20.19;14.61;27.83;0;913.2;2.63;69.3;21.13
05/03/2018;20.35;14.04;28.68;0;911.9;2.11;66.47;25.25
06/03/2018;20.97;15.07;29.82;0;911.2;1.49;55.92;25.63
07/03/2018;20.73;14.29;29.42;0;912.5;2.05;62.44;25.73
08/03/2018;20.83;15.33;28.4;0;913.3;2.67;66.11;24.99
09/03/2018;21.5;15.14;30.31;0;912.2;1.89;57.38;25.97
10/03/2018;23.72;16.21;33.67;0;910.2;1.07;55.13;25.7
11/03/2018;25.18;17.45;33.76;0;909.6;1.01;56.68;24.19
12/03/2018;24.63;18.89;32.8;0;911.2;1.92;62.41;25.4
13/03/2018;22.58;16.06;30.12;0.3;912.5;2.19;65.28;23.33
14/03/2018;21.87;17.94;28.09;6.58;913.8;2.49;78.65;15.16
15/03/2018;21.23;17.76;27.47;4.4;913.9;2.8;79.08;18.565
16/03/2018;22.97;16.88;30.97;1.2;912.6;1.53;69.27;21.97
17/03/2018;24.61;18.45;32.54;0;912;1.16;61.61;20.21
18/03/2018;25.08;18.93;33.04;0;910.6;0.89;56.56;24.58
19/03/2018;25.03;18.68;33.38;0;908.6;0.91;50.26;25.65
20/03/2018;24.32;16.5;32.48;0;908.9;1.26;53.73;23.57
21/03/2018;23.17;18.47;29.59;0;912.1;2.16;68.57;24.96
22/03/2018;22.34;18.09;28.94;0.17;915.3;3.31;66.74;25.43
23/03/2018;21.48;17.29;27.83;0.75;915.3;3.3;71.83;20.39
24/03/2018;21.77;16.24;29.38;0.01;913.5;2.25;62.32;25.33
25/03/2018;23.03;15.68;31.84;0;911.8;1.6;58.22;26.63
26/03/2018;24.29;17.66;32.49;0.02;912.1;1.89;58.7;25.24
27/03/2018;24.4;18.57;32.21;0.03;912;2.08;60.74;23.88
28/03/2018;24.43;18.03;32.44;0.01;910.9;1.64;56.7;26.67
29/03/2018;25.54;17.9;34.46;0;910.3;1.03;51.31;26.31
30/03/2018;25.1;18.63;32.9;0.02;911.9;1.54;51.68;24.07
31/03/2018;23.17;18.57;30.48;0;913.2;2.52;58.46;24.45
01/04/2018;21.86;16.43;28.83;0;912.4;2.4;61.15;25.9
02/04/2018;23.19;16.18;31.33;0.06;911.1;1.25;54.55;24.43
03/04/2018;24.12;17.56;31.83;0.92;910.1;0.75;58.98;19.36
04/04/2018;24.83;19.15;32.76;1.27;910.8;1.22;62.81;22.47
05/04/2018;23.74;18.86;30.55;0.6;912.4;1.63;61.89;18.71
06/04/2018;23.89;17.22;31.63;0.32;911.6;0.92;59.17;23.39
07/04/2018;24.74;18.63;32.37;0.39;910.2;1.89;58.79;21.55
08/04/2018;25.83;18.13;34.22;0;909.9;0.86;51.06;23.68
09/04/2018;24.97;20.33;31.2;0.99;910.9;0.61;62.22;20.82
10/04/2018;24.2;20.2;30.66;5.46;912.4;0.94;70.91;19.44
11/04/2018;23.34;18.22;30.76;3.06;913.2;1.46;69.07;18.55
12/04/2018;23.86;18.51;30.71;0.3;913.1;1.81;62.68;20.33
13/04/2018;24.64;17.9;32.45;0.72;911.5;0.88;60.18;21.3
14/04/2018;25.23;20.17;32.18;0.65;910.5;1.26;62.78;21.49
15/04/2018;23.45;20.27;28.04;1.28;913.3;1.84;71.14;14.78
16/04/2018;20.89;16.91;26.04;2.03;915.6;3.68;76.97;12.4
17/04/2018;20.9;16.58;27.5;0.51;914.4;2.93;73.98;20.94
18/04/2018;23.91;17.49;32.05;0.25;912.6;1.78;63.28;24.49
19/04/2018;23.91;18.46;31.39;0.6;913.2;2.37;65.74;22.45
20/04/2018;23.84;18.93;31.12;0.2;913.3;2.65;65.64;22.86
21/04/2018;24.68;19.04;32.08;4.09;911.9;1.73;65.19;21.11
22/04/2018;25.22;19.79;33.61;2.17;911.6;1.24;59.64;24.3
23/04/2018;25.05;18.92;33.15;1.53;912.2;1.87;62.06;23.58
24/04/2018;25.28;19.99;32.56;0.4;912.7;1.67;63.95;22.29
25/04/2018;25.26;19.98;32.44;0.71;912.2;1.67;64.2;22.9
26/04/2018;24.28;18.89;32.05;9.95;911.1;0.63;69.83;22.98
27/04/2018;23.96;20.5;29.5;4.25;910.9;0.7;75.19;19.7
28/04/2018;23.45;19.72;29.07;1.06;912.1;1.7;72.78;21.72
29/04/2018;23.85;19.01;30.27;0.39;913.4;2.02;70.15;23.81
30/04/2018;24.02;19.95;30.49;1.9;913.5;1.81;71.19;18.27
01/05/2018;25.02;19.9;32.38;0.64;913;1.63;64.52;23.94
02/05/2018;25.09;20.32;32.28;0.39;913.1;2.02;65.24;22.36
03/05/2018;24.86;19.64;31.62;0.08;912.6;2.03;65.45;21.17
04/05/2018;24.9;19.31;32.26;0.29;911.6;1.95;61.55;21.51
05/05/2018;23.96;18.07;31.45;0.21;911.7;2;60.54;24.41
06/05/2018;23.37;16.9;31.16;0.01;913.5;1.94;59.53;22.83
07/05/2018;22.19;16.58;28.76;0.29;914.3;1.7;65.65;14.63
08/05/2018;22.96;17.78;28.86;0.3;913.8;1.94;66.38;14.7
09/05/2018;23.77;18.37;30.14;0.29;912.9;1.27;60.27;13.72
10/05/2018;23.89;18.76;29.79;0.5;912.7;1.12;58.97;18.08
11/05/2018;24.19;18.72;31.12;6.42;912.6;1.24;67.39;22.78
12/05/2018;23.56;20.77;28.04;5.11;912.2;0.95;77.25;22.7
13/05/2018;24.3;19.69;30.16;7.66;910.9;0.97;72.31;19.72
14/05/2018;23.26;20.21;27.75;9.25;910.4;0.77;79.72;21.19
15/05/2018;24.19;19.61;30.92;12.17;910.3;0.83;74.78;22.64
16/05/2018;24.88;19.59;31.81;2.8;910.4;1.13;68.1;23.31
17/05/2018;24.8;19;32.01;1.86;910;0.91;67.74;21.65
18/05/2018;24.68;19.28;31.99;2.09;909.5;0.91;69.96;18.26
19/05/2018;23.75;20.6;28.75;16.39;909.8;0.59;81.22;18.33
20/05/2018;24.67;20.61;30.58;1.76;910.2;1.12;73.26;23.22
21/05/2018;24.97;19.83;31.72;1.9;909.8;1.33;67.36;22.44
22/05/2018;24.87;19.07;31.78;2.17;909.5;0.88;66.72;22.97
23/05/2018;23.98;20.94;28.41;1.53;910.8;0.83;74.28;17.15
24/05/2018;23.7;19.98;28.41;8.23;911.2;0.76;79.85;19.81
25/05/2018;23.54;20.88;27.98;11.46;909.8;0.99;81.69;17.87
26/05/2018;24.13;20.55;29.75;2.16;909;1.01;74.55;18.36
27/05/2018;24.52;20.65;30.37;7.78;909.3;1.34;74.93;17.81
28/05/2018;24.27;19.56;31.11;6.19;909.5;1.23;75.67;17.41
29/05/2018;24.21;20.15;30.53;11.54;909.8;1.39;78.27;19.69
30/05/2018;24.37;20.4;30.06;1.75;909.7;1.29;76.24;21.4
31/05/2018;23.79;19.81;29.34;7.99;909.6;1.13;78.45;17.58
01/06/2018;23.04;19.1;28.61;9.16;910.4;1.17;76.03;13.58
02/06/2018;21.98;18.98;26.51;7.33;911.1;1.19;82.51;22.74
03/06/2018;21.64;19.32;25.88;19.9;913.1;1.07;87.82;18.72
04/06/2018;21.96;19.38;25.97;5.63;913.4;1.54;86.5;20.02
05/06/2018;21.53;19.79;24.84;21.91;911.8;1.31;90.59;18.3
06/06/2018;22.85;18.66;28.66;2.69;910.6;1.11;76.98;22.78
07/06/2018;22.74;18.73;28.21;18.12;911.3;1.24;82.15;16.18
08/06/2018;21.86;18.35;26.37;3.56;912.5;1.24;84.81;17.03
09/06/2018;21.45;18.75;25.32;0.41;913.2;1.49;86.16;20.05
10/06/2018;22.12;18.3;27.34;7.93;912.4;1.27;79.72;21.02
11/06/2018;22.56;18.05;27.68;8.27;911.1;1.04;80.74;20.11
12/06/2018;21.43;20.02;23.52;7.02;910.9;0.72;93.95;11.57
13/06/2018;22.03;19.24;25.22;8.52;911.7;0.87;89.66;17.77
14/06/2018;22.4;19.23;26.69;7.15;911.8;0.8;85.37;17.63
15/06/2018;21.81;19.83;24.64;11.68;911.1;0.55;92.16;15.05
16/06/2018;22.2;19.35;27.14;20.36;911.1;1.41;85.86;17.26
17/06/2018;21.84;19.09;25.21;7.02;912.6;1.08;91.25;13.65
18/06/2018;23.14;19.55;28.05;1.51;913.1;0.99;83.45;24.22
19/06/2018;23.52;19.67;28.8;0.65;912.2;0.99;78.21;22.39
20/06/2018;22.25;18.71;26.88;4.64;911.6;1.24;87.11;21.06
21/06/2018;22.5;18.93;27.34;2.81;911.6;1.4;83.71;17.92
22/06/2018;22.68;18.79;27.09;6.65;912;0.85;83.68;23.52
23/06/2018;23.29;20.04;28.05;4.79;911.8;0.9;82.5;23.18
24/06/2018;22.75;18.22;28.06;0.4;911.8;1.12;76.94;22.35
25/06/2018;22.73;19.57;27.52;1.39;912.3;1.3;82.17;23.01
26/06/2018;22.02;18.31;26.97;10.01;912.7;1.37;85.15;19.08
27/06/2018;21.44;17.17;26.63;5.67;913;1.61;79.91;17.59
28/06/2018;22.3;18.79;27.15;0.59;913.5;1.83;81.43;22.8
29/06/2018;22.24;18;27.71;0.03;913.9;1.74;77.47;26.63
30/06/2018;22.45;18.39;27.9;0.92;913.1;1.44;79.33;23.05
01/07/2018;22.41;18.56;27.6;2.43;913;1.29;81.73;20.45
02/07/2018;22.35;17.86;28.23;0.48;912.7;1.42;77.13;26.05
03/07/2018;21.72;18.15;26.63;0.29;912.8;1.86;80.31;25.62
04/07/2018;21.81;18.62;26.55;3.21;912.2;2.07;83.5;16.73
05/07/2018;21.81;18.22;26.8;1.2;912.5;1.61;82.54;17.76
06/07/2018;22.09;19.51;25.86;1.88;912.7;1.83;85.19;17.23
07/07/2018;22.35;18.28;27.88;0.08;913.5;1.92;76.58;24.4
08/07/2018;22.4;18.31;27.72;0.32;913.7;2.15;78.91;23.94
09/07/2018;22.64;19.06;27.32;0.97;914.2;1.81;81.62;23.48
10/07/2018;22.43;19.55;27.12;0.97;914;2.32;80.91;22.76
11/07/2018;21.89;18.5;26.77;3.07;913.3;2.28;82.77;21
12/07/2018;22.03;18.34;26.64;5.03;913.5;1.76;84.14;21.95
13/07/2018;22.49;18.54;28.3;5.84;914.4;2.02;79.04;23.51
14/07/2018;22.13;18.24;27.31;2.04;914.2;2.35;82.13;24
15/07/2018;21.71;18.69;25.85;3.61;913.8;2.14;86.02;19.51
16/07/2018;22.18;18.29;27;2.05;914.2;2.04;83.31;23.13
17/07/2018;22.46;19.01;27.58;2.15;914.8;2.02;81.22;21.51
18/07/2018;22.33;19.2;26.8;0.89;914;1.9;83.75;18.93
19/07/2018;23.16;18.82;29;0.06;912.8;1.9;75.42;26.62
20/07/2018;22.86;18.68;28.58;0.12;913;1.97;75.05;25.39
21/07/2018;22.72;19.14;27.54;1.48;912.4;1.95;83.43;19.12
22/07/2018;23.69;19.22;29.85;0.23;912.7;1.78;76.34;25.13
23/07/2018;23.86;19.09;30.35;0.01;913.1;1.6;68.78;26.79
24/07/2018;24.21;18.52;30.93;0.13;913.5;1.43;67.48;26.39
25/07/2018;24.72;19.7;31.75;0.55;913.1;1.38;69.15;24.75
26/07/2018;24.26;20.15;30.21;0.56;913.1;1.29;72.88;23.33
27/07/2018;24.05;19.58;30.55;1.22;913.2;1.67;73.04;24.87
28/07/2018;24.08;19.25;31.16;4.89;913.4;1.23;73.13;22.96
29/07/2018;22.73;20.3;26.68;9.84;913;1.15;85.91;20.27
30/07/2018;23.22;19.74;28.51;12.59;912.8;1.16;80.98;21.91
31/07/2018;22.54;19.17;27.37;18.31;912.6;1.1;84.27;24.93
01/08/2018;22.6;18.55;27.86;8.46;912.2;1.61;82.27;21.39
02/08/2018;22.71;18.5;28.41;2.31;912.2;1.44;81.73;23.8
03/08/2018;22.5;18.73;27.5;2.98;912.1;1.39;80.74;17.04
04/08/2018;21.81;18.13;27.09;8.52;912.1;1.51;83.66;13.4
05/08/2018;21.77;17.45;27.3;1.56;912.4;1.42;81.58;21.41
06/08/2018;21.55;18.9;25.5;6.28;912.7;1.75;87.81;17.11
07/08/2018;21.35;17.63;26.33;5.06;912.7;1.88;84.36;21.75
08/08/2018;22.05;18.24;26.93;1.91;912.6;1.75;82.78;20.9
09/08/2018;22.7;18.94;27.55;3;912.8;1.35;85.93;19.93
10/08/2018;23.6;19.31;29.55;0.02;913.4;1.63;74.11;23.79
11/08/2018;22.89;19.18;28.1;0.08;913.6;1.9;78.12;26.96
12/08/2018;23;18.86;28.95;3.41;913.6;1.51;75.83;24.97
13/08/2018;22.33;18.52;28.16;12.8;913.4;1.45;77.46;22.53
14/08/2018;22.29;18.08;28.2;5.39;912.5;1.36;79.95;23.31
15/08/2018;22.69;19.22;27.9;1.11;912.6;1.53;80.5;17.3
16/08/2018;22.7;18.73;28.08;1.68;913.6;1.41;77.96;23.8
17/08/2018;22.09;19.63;26.16;2.82;914.6;1.15;86.21;18.86
18/08/2018;22.88;19.18;28.39;0.6;914;1.48;80.27;25.64
19/08/2018;23.34;19.72;28.8;3.68;912.6;1.1;79.62;22.61
20/08/2018;23.13;19.73;28.86;7.91;912.7;1.4;81.17;19.1
21/08/2018;22.95;19.35;28.85;10.85;913.6;1.62;80.74;25.38
22/08/2018;22.56;20.36;26.54;0.5;914;1.91;86.15;18.91
23/08/2018;22.49;19.34;27.02;1.21;913.2;1.73;82.7;23.65
24/08/2018;22.6;18.88;28.16;5.97;912.4;1.65;79.04;24.3
25/08/2018;21.41;18.11;26.64;5.69;913.3;1.58;78.48;22.32
26/08/2018;21.8;18;27.82;3.18;913.4;1.51;79;18.08
27/08/2018;22.8;18.75;28.9;1.61;912.4;1.6;75.3;26.15
28/08/2018;22.65;18.81;28.62;6.29;912.2;1.17;79.89;26.08
29/08/2018;21.67;17.88;26.78;4.37;913;1.28;79.18;17.53
30/08/2018;22.93;17.63;29.73;1.69;912.2;1.18;73.83;25.66
31/08/2018;22.94;18.69;28.8;8.84;911.4;1.21;80.72;21.29
01/09/2018;22.85;19.11;27.82;9.02;911.3;1.01;81.22;23.73
02/09/2018;22.61;18.46;27.66;7.22;910.8;1.13;80.1;22.47
