"fecha","precip","tmean"
"26/4/2016",4.4,26.9
"26/4/2017",0,22.5333333333333
"26/5/2015",0,24.7333333333333
"26/5/2016",0.766666666666667,23.2666666666667
"26/5/2017",6.5,24
"26/6/2015",0,24.3333333333333
"26/6/2016",8.83333333333333,23.8333333333333
"26/6/2017",3.13333333333333,23.6666666666667
"26/7/2015",0,24.5666666666667
"26/7/2016",3.9,24
"26/7/2017",0.55,24.6
"26/8/2015",0,20.4666666666667
"26/8/2016",2.83333333333333,21.1666666666667
"26/8/2017",0.366666666666667,23.6
"26/9/2015",27.2,23.9333333333333
"26/9/2016",17.8666666666667,23.7333333333333
"26/9/2017",0.666666666666667,22.9
"27/1/2015",0.566666666666667,18.2666666666667
"27/1/2016",0,22.3333333333333
"27/1/2017",0,20.8666666666667
"27/10/2015",0.233333333333333,23.9666666666667
"27/10/2016",0,20.5333333333333
"27/10/2017",2.33333333333333,19.4
"27/11/2015",0.233333333333333,22.4
"27/11/2016",1.96666666666667,20.4
"27/11/2017",0.733333333333333,19.3333333333333
"27/12/2015",0,15.1666666666667
"27/12/2016",2.25,22.3666666666667
"27/12/2017",0.133333333333333,20.1
"27/2/2015",0.0333333333333333,24
"27/2/2016",0.95,17.2
"27/2/2017",0,22.3333333333333
"27/3/2015",0.9,25.2
"27/3/2016",0,25.45
"27/3/2017",0,23
"27/4/2015",0,25.7333333333333
"27/4/2016",0,25.8333333333333
"27/4/2017",0,25.9333333333333
"27/5/2015",0,24.3
"27/5/2016",5,25.1333333333333
"27/5/2017",32.2,21.1333333333333
"27/6/2015",0,23.7666666666667
"27/6/2016",5.6,23.8333333333333
"27/6/2017",10.1333333333333,23.6
"27/7/2015",0,23.9666666666667
"27/7/2016",0,24.3333333333333
"27/7/2017",2.96666666666667,23.4
"27/8/2015",8.5,21.6666666666667
"27/8/2016",0.766666666666667,24.6666666666667
"27/8/2017",0,23.5
"27/9/2015",41.2333333333333,23.3666666666667
"27/9/2016",6.06666666666667,23.2666666666667
"27/9/2017",0,21.1666666666667
